Club,Saison,Numero,Joueur,Nom d'usage,Nationalite,Postes,Note
Borussia Dortmund,2008-2009,16,Jakub Błaszczykowski,,Poland,AD|MD|MC,80
Borussia Dortmund,2008-2009,9,Alexander Frei,,Switzerland,BU|MOC,82
Borussia Dortmund,2008-2009,10,Mohamed Zidan,,Egypt,BU|MOC|AG,79
Borussia Dortmund,2008-2009,20,Nelson Valdez,,Paraguay,BU|AD|AG,78
Borussia Dortmund,2009-2010,1,Roman Weidenfeller,,Germany,G,82
Borussia Dortmund,2009-2010,4,Neven Subotić,,Serbia,DC|DD,81
Borussia Dortmund,2009-2010,15,Mats Hummels,,Germany,DC|MDC,80
Borussia Dortmund,2009-2010,29,Marcel Schmelzer,,Germany,DG|MG,77
Borussia Dortmund,2009-2010,2,Patrick Owomoyela,,Germany,DD|MD,77
Borussia Dortmund,2009-2010,5,Sebastian Kehl,,Germany,MDC|MC|DC,80
Borussia Dortmund,2009-2010,6,Sven Bender,,Germany,MDC|MC|DC,77
Borussia Dortmund,2009-2010,18,Nuri Şahin,,Turkey,MC|MDC|MOC,82
Borussia Dortmund,2009-2010,16,Jakub Błaszczykowski,,Poland,AD|MD|MC,81
Borussia Dortmund,2009-2010,19,Kevin Großkreutz,,Germany,MG|AG|DG|MD,78
Borussia Dortmund,2009-2010,31,Mario Götze,,Germany,MOC|MG|AG|BU,75
Borussia Dortmund,2009-2010,10,Mohamed Zidan,,Egypt,BU|MOC|AG,79
Borussia Dortmund,2009-2010,9,Lucas Barrios,,Paraguay,BU|MOC,81
Borussia Dortmund,2009-2010,20,Nelson Valdez,,Paraguay,BU|AD|AG,78
Borussia Dortmund,2010-2011,1,Roman Weidenfeller,,Germany,G,83
Borussia Dortmund,2010-2011,4,Neven Subotić,,Serbia,DC|DD,83
Borussia Dortmund,2010-2011,15,Mats Hummels,,Germany,DC|MDC,83
Borussia Dortmund,2010-2011,29,Marcel Schmelzer,,Germany,DG|MG,80
Borussia Dortmund,2010-2011,26,Łukasz Piszczek,,Poland,DD|MD|AD,81
Borussia Dortmund,2010-2011,5,Sebastian Kehl,,Germany,MDC|MC|DC,79
Borussia Dortmund,2010-2011,6,Sven Bender,,Germany,MDC|MC|DC,80
Borussia Dortmund,2010-2011,18,Nuri Şahin,,Turkey,MC|MDC|MOC,85
Borussia Dortmund,2010-2011,16,Jakub Błaszczykowski,,Poland,AD|MD|MC,82
Borussia Dortmund,2010-2011,19,Kevin Großkreutz,,Germany,MG|AG|DG|MD,80
Borussia Dortmund,2010-2011,31,Mario Götze,,Germany,MOC|MG|AG|BU,81
Borussia Dortmund,2010-2011,23,Shinji Kagawa,,Japan,MOC|MC|MG,82
Borussia Dortmund,2010-2011,9,Lucas Barrios,,Paraguay,BU|MOC,82
Borussia Dortmund,2010-2011,24,Robert Lewandowski,,Poland,BU|MOC,81
Borussia Dortmund,2011-2012,1,Roman Weidenfeller,,Germany,G,83
Borussia Dortmund,2011-2012,4,Neven Subotić,,Serbia,DC|DD,84
Borussia Dortmund,2011-2012,15,Mats Hummels,,Germany,DC|MDC,85
Borussia Dortmund,2011-2012,29,Marcel Schmelzer,,Germany,DG|MG,81
Borussia Dortmund,2011-2012,26,Łukasz Piszczek,,Poland,DD|MD|AD,83
Borussia Dortmund,2011-2012,13,Felipe Santana,,Brazil,DC|DD,79
Borussia Dortmund,2011-2012,5,Sebastian Kehl,,Germany,MDC|MC|DC,79
Borussia Dortmund,2011-2012,6,Sven Bender,,Germany,MDC|MC|DC,82
Borussia Dortmund,2011-2012,8,İlkay Gündoğan,,Germany,MC|MOC|MDC,80
Borussia Dortmund,2011-2012,16,Jakub Błaszczykowski,,Poland,AD|MD|MC,83
Borussia Dortmund,2011-2012,19,Kevin Großkreutz,,Germany,MG|AG|DG|MD,81
Borussia Dortmund,2011-2012,11,Mario Götze,,Germany,MOC|MG|AG|BU,84
Borussia Dortmund,2011-2012,23,Shinji Kagawa,,Japan,MOC|MC|MG,84
Borussia Dortmund,2011-2012,7,Ivan Perišić,,Croatia,MG|AG|MD|AD,80
Borussia Dortmund,2011-2012,9,Robert Lewandowski,,Poland,BU|MOC,84
Borussia Dortmund,2012-2013,1,Roman Weidenfeller,,Germany,G,84
Borussia Dortmund,2012-2013,4,Neven Subotić,,Serbia,DC|DD,84
Borussia Dortmund,2012-2013,15,Mats Hummels,,Germany,DC|MDC,86
Borussia Dortmund,2012-2013,29,Marcel Schmelzer,,Germany,DG|MG,82
Borussia Dortmund,2012-2013,26,Łukasz Piszczek,,Poland,DD|MD|AD,84
Borussia Dortmund,2012-2013,13,Felipe Santana,,Brazil,DC|DD,79
Borussia Dortmund,2012-2013,5,Sebastian Kehl,,Germany,MDC|MC|DC,78
Borussia Dortmund,2012-2013,6,Sven Bender,,Germany,MDC|MC|DC,82
Borussia Dortmund,2012-2013,8,İlkay Gündoğan,,Germany,MC|MOC|MDC,84
Borussia Dortmund,2012-2013,16,Jakub Błaszczykowski,,Poland,AD|MD|MC,83
Borussia Dortmund,2012-2013,19,Kevin Großkreutz,,Germany,MG|AG|DG|MD,81
Borussia Dortmund,2012-2013,10,Mario Götze,,Germany,MOC|MG|AG|BU,86
Borussia Dortmund,2012-2013,11,Marco Reus,,Germany,MOC|AG|MG|BU,85
Borussia Dortmund,2012-2013,9,Robert Lewandowski,,Poland,BU|MOC,87
Borussia Dortmund,2012-2013,7,Moritz Leitner,,Germany,MC|MOC,77
Borussia Dortmund,2013-2014,1,Roman Weidenfeller,,Germany,G,84
Borussia Dortmund,2013-2014,4,Neven Subotić,,Serbia,DC|DD,83
Borussia Dortmund,2013-2014,15,Mats Hummels,,Germany,DC|MDC,86
Borussia Dortmund,2013-2014,25,Sokratis Papastathopoulos,,Greece,DC|DD,82
Borussia Dortmund,2013-2014,29,Marcel Schmelzer,,Germany,DG|MG,82
Borussia Dortmund,2013-2014,26,Łukasz Piszczek,,Poland,DD|MD|AD,84
Borussia Dortmund,2013-2014,5,Sebastian Kehl,,Germany,MDC|MC|DC,78
Borussia Dortmund,2013-2014,6,Sven Bender,,Germany,MDC|MC|DC,82
Borussia Dortmund,2013-2014,8,İlkay Gündoğan,,Germany,MC|MOC|MDC,84
Borussia Dortmund,2013-2014,16,Jakub Błaszczykowski,,Poland,AD|MD|MC,82
Borussia Dortmund,2013-2014,19,Kevin Großkreutz,,Germany,MG|AG|DG|MD,80
Borussia Dortmund,2013-2014,10,Henrikh Mkhitaryan,,Armenia,MOC|AD|MD|MC|AG,83
Borussia Dortmund,2013-2014,11,Marco Reus,,Germany,MOC|AG|MG|BU,86
Borussia Dortmund,2013-2014,9,Robert Lewandowski,,Poland,BU|MOC,88
Borussia Dortmund,2013-2014,17,Pierre-Emerick Aubameyang,,Gabon,BU|AD|AG|MG|MOC,82
Borussia Dortmund,2014-2015,1,Roman Weidenfeller,,Germany,G,83
Borussia Dortmund,2014-2015,4,Neven Subotić,,Serbia,DC|DD,82
Borussia Dortmund,2014-2015,15,Mats Hummels,,Germany,DC|MDC,86
Borussia Dortmund,2014-2015,25,Sokratis Papastathopoulos,,Greece,DC|DD,83
Borussia Dortmund,2014-2015,29,Marcel Schmelzer,,Germany,DG|MG,81
Borussia Dortmund,2014-2015,26,Łukasz Piszczek,,Poland,DD|MD|AD,83
Borussia Dortmund,2014-2015,6,Sven Bender,,Germany,MDC|MC|DC,81
Borussia Dortmund,2014-2015,8,İlkay Gündoğan,,Germany,MC|MOC|MDC,84
Borussia Dortmund,2014-2015,16,Jakub Błaszczykowski,,Poland,AD|MD|MC,81
Borussia Dortmund,2014-2015,19,Kevin Großkreutz,,Germany,MG|AG|DG|MD,79
Borussia Dortmund,2014-2015,10,Henrikh Mkhitaryan,,Armenia,MOC|AD|MD|MC|AG,84
Borussia Dortmund,2014-2015,11,Marco Reus,,Germany,MOC|AG|MG|BU,86
Borussia Dortmund,2014-2015,17,Pierre-Emerick Aubameyang,,Gabon,BU|AD|AG|MG|MOC,84
Borussia Dortmund,2014-2015,9,Ciro Immobile,,Italy,BU|MOC,80
Borussia Dortmund,2014-2015,20,Adrián Ramos,,Colombia,BU|AD|MOC,80
Borussia Dortmund,2014-2015,23,Shinji Kagawa,,Japan,MOC|MC|MG,82
Borussia Dortmund,2015-2016,1,Roman Bürki,,Switzerland,G,82
Borussia Dortmund,2015-2016,4,Neven Subotić,,Serbia,DC|DD,80
Borussia Dortmund,2015-2016,15,Mats Hummels,,Germany,DC|MDC,86
Borussia Dortmund,2015-2016,25,Sokratis Papastathopoulos,,Greece,DC|DD,84
Borussia Dortmund,2015-2016,29,Marcel Schmelzer,,Germany,DG|MG,81
Borussia Dortmund,2015-2016,26,Łukasz Piszczek,,Poland,DD|MD|AD,82
Borussia Dortmund,2015-2016,33,Julian Weigl,,Germany,MDC|MC,79
Borussia Dortmund,2015-2016,8,İlkay Gündoğan,,Germany,MC|MOC|MDC,85
Borussia Dortmund,2015-2016,27,Gonzalo Castro,,Germany,MC|MD|MOC|MDC,81
Borussia Dortmund,2015-2016,10,Henrikh Mkhitaryan,,Armenia,MOC|AD|MD|MC|AG,85
Borussia Dortmund,2015-2016,11,Marco Reus,,Germany,MOC|AG|MG|BU,86
Borussia Dortmund,2015-2016,23,Shinji Kagawa,,Japan,MOC|MC|MG,82
Borussia Dortmund,2015-2016,17,Pierre-Emerick Aubameyang,,Gabon,BU|AD|AG|MG|MOC,87
Borussia Dortmund,2015-2016,9,Adrián Ramos,,Colombia,BU|AD|MOC,80
Borussia Dortmund,2016-2017,1,Roman Bürki,,Switzerland,G,83
Borussia Dortmund,2016-2017,25,Sokratis Papastathopoulos,,Greece,DC|DD,84
Borussia Dortmund,2016-2017,5,Marc Bartra,,Spain,DC|DD,82
Borussia Dortmund,2016-2017,29,Marcel Schmelzer,,Germany,DG|MG,80
Borussia Dortmund,2016-2017,26,Łukasz Piszczek,,Poland,DD|MD|AD,82
Borussia Dortmund,2016-2017,13,Raphaël Guerreiro,,Portugal,DG|MG|MC|AG,81
Borussia Dortmund,2016-2017,33,Julian Weigl,,Germany,MDC|MC,82
Borussia Dortmund,2016-2017,27,Gonzalo Castro,,Germany,MC|MD|MOC|MDC,81
Borussia Dortmund,2016-2017,10,Mario Götze,,Germany,MOC|MG|AG|BU,84
Borussia Dortmund,2016-2017,11,Marco Reus,,Germany,MOC|AG|MG|BU,86
Borussia Dortmund,2016-2017,7,Ousmane Dembélé,,France,AD|AG|MD|MG,83
Borussia Dortmund,2016-2017,22,Christian Pulisic,,United States,AD|AG|MOC|MD,78
Borussia Dortmund,2016-2017,23,Shinji Kagawa,,Japan,MOC|MC|MG,82
Borussia Dortmund,2016-2017,17,Pierre-Emerick Aubameyang,,Gabon,BU|AD|AG|MG|MOC,88
Borussia Dortmund,2016-2017,21,André Schürrle,,Germany,AG|AD|BU|MG,82
Borussia Dortmund,2017-2018,1,Roman Bürki,,Switzerland,G,83
Borussia Dortmund,2017-2018,36,Ömer Toprak,,Turkey,DC|DD,82
Borussia Dortmund,2017-2018,25,Sokratis Papastathopoulos,,Greece,DC|DD,83
Borussia Dortmund,2017-2018,2,Dan-Axel Zagadou,,France,DC|DG,75
Borussia Dortmund,2017-2018,29,Marcel Schmelzer,,Germany,DG|MG,79
Borussia Dortmund,2017-2018,26,Łukasz Piszczek,,Poland,DD|MD|AD,81
Borussia Dortmund,2017-2018,13,Raphaël Guerreiro,,Portugal,DG|MG|MC|AG,82
Borussia Dortmund,2017-2018,33,Julian Weigl,,Germany,MDC|MC,81
Borussia Dortmund,2017-2018,18,Nuri Şahin,,Turkey,MC|MDC|MOC,80
Borussia Dortmund,2017-2018,8,Mahmoud Dahoud,,Germany,MC|MDC|MOC,78
Borussia Dortmund,2017-2018,27,Gonzalo Castro,,Germany,MC|MD|MOC|MDC,80
Borussia Dortmund,2017-2018,10,Mario Götze,,Germany,MOC|MG|AG|BU,82
Borussia Dortmund,2017-2018,11,Marco Reus,,Germany,MOC|AG|MG|BU,85
Borussia Dortmund,2017-2018,22,Christian Pulisic,,United States,AD|AG|MOC|MD,81
Borussia Dortmund,2017-2018,9,Andriy Yarmolenko,,Ukraine,AD|MD|AG|BU,82
Borussia Dortmund,2017-2018,20,Maximilian Philipp,,Germany,BU|AG|MOC,79
Borussia Dortmund,2017-2018,17,Pierre-Emerick Aubameyang,,Gabon,BU|AD|AG|MG|MOC,88
Borussia Dortmund,2017-2018,44,Michy Batshuayi,,Belgium,BU|MOC,80
Borussia Dortmund,2018-2019,1,Roman Bürki,,Switzerland,G,83
Borussia Dortmund,2018-2019,16,Manuel Akanji,,Switzerland,DC|DD|MDC,81
Borussia Dortmund,2018-2019,2,Dan-Axel Zagadou,,France,DC|DG,78
Borussia Dortmund,2018-2019,25,Abdou Diallo,,France,DC|DG|MDC,79
Borussia Dortmund,2018-2019,5,Achraf Hakimi,,Morocco,DD|MD|AD|DG,79
Borussia Dortmund,2018-2019,26,Łukasz Piszczek,,Poland,DD|MD|AD,80
Borussia Dortmund,2018-2019,29,Marcel Schmelzer,,Germany,DG|MG,78
Borussia Dortmund,2018-2019,13,Raphaël Guerreiro,,Portugal,DG|MG|MC|AG,82
Borussia Dortmund,2018-2019,28,Axel Witsel,,Belgium,MDC|MC|DC,84
Borussia Dortmund,2018-2019,6,Thomas Delaney,,Denmark,MDC|MC,81
Borussia Dortmund,2018-2019,33,Julian Weigl,,Germany,MDC|MC,80
Borussia Dortmund,2018-2019,8,Mahmoud Dahoud,,Germany,MC|MDC|MOC,79
Borussia Dortmund,2018-2019,11,Marco Reus,,Germany,MOC|AG|MG|BU,87
Borussia Dortmund,2018-2019,10,Mario Götze,,Germany,MOC|MG|AG|BU,81
Borussia Dortmund,2018-2019,7,Jadon Sancho,,England,AD|AG|MD|MG|MOC,83
Borussia Dortmund,2018-2019,22,Christian Pulisic,,United States,AD|AG|MOC|MD,82
Borussia Dortmund,2018-2019,9,Paco Alcácer,,Spain,BU|MOC,83
Borussia Dortmund,2018-2019,20,Maximilian Philipp,,Germany,BU|AG|MOC,79
Borussia Dortmund,2019-2020,1,Roman Bürki,,Switzerland,G,83
Borussia Dortmund,2019-2020,16,Manuel Akanji,,Switzerland,DC|DD|MDC,82
Borussia Dortmund,2019-2020,15,Mats Hummels,,Germany,DC|MDC,85
Borussia Dortmund,2019-2020,2,Dan-Axel Zagadou,,France,DC|DG,80
Borussia Dortmund,2019-2020,5,Achraf Hakimi,,Morocco,DD|MD|AD|DG,82
Borussia Dortmund,2019-2020,26,Łukasz Piszczek,,Poland,DD|MD|AD,79
Borussia Dortmund,2019-2020,14,Nico Schulz,,Germany,DG|MG,79
Borussia Dortmund,2019-2020,13,Raphaël Guerreiro,,Portugal,DG|MG|MC|AG,83
Borussia Dortmund,2019-2020,28,Axel Witsel,,Belgium,MDC|MC|DC,85
Borussia Dortmund,2019-2020,6,Thomas Delaney,,Denmark,MDC|MC,81
Borussia Dortmund,2019-2020,19,Julian Brandt,,Germany,MOC|MG|AG|MC|MD,84
Borussia Dortmund,2019-2020,11,Marco Reus,,Germany,MOC|AG|MG|BU,86
Borussia Dortmund,2019-2020,10,Mario Götze,,Germany,MOC|MG|AG|BU,80
Borussia Dortmund,2019-2020,23,Thorgan Hazard,,Belgium,AG|MG|MOC|AD,84
Borussia Dortmund,2019-2020,7,Jadon Sancho,,England,AD|AG|MD|MG|MOC,87
Borussia Dortmund,2019-2020,9,Paco Alcácer,,Spain,BU|MOC,83
Borussia Dortmund,2019-2020,17,Erling Haaland,,Norway,BU|MOC,84
Borussia Dortmund,2019-2020,32,Giovanni Reyna,,United States,MOC|MD|AD|MC,75
Borussia Dortmund,2020-2021,1,Roman Bürki,,Switzerland,G,82
Borussia Dortmund,2020-2021,35,Marwin Hitz,,Switzerland,G,78
Borussia Dortmund,2020-2021,16,Manuel Akanji,,Switzerland,DC|DD|MDC,83
Borussia Dortmund,2020-2021,15,Mats Hummels,,Germany,DC|MDC,85
Borussia Dortmund,2020-2021,2,Dan-Axel Zagadou,,France,DC|DG,80
Borussia Dortmund,2020-2021,26,Łukasz Piszczek,,Poland,DD|MD|AD,78
Borussia Dortmund,2020-2021,24,Thomas Meunier,,Belgium,DD|MD|DC,82
Borussia Dortmund,2020-2021,13,Raphaël Guerreiro,,Portugal,DG|MG|MC|AG,83
Borussia Dortmund,2020-2021,14,Nico Schulz,,Germany,DG|MG,78
Borussia Dortmund,2020-2021,23,Emre Can,,Germany,MDC|DC|MC|DD,83
Borussia Dortmund,2020-2021,28,Axel Witsel,,Belgium,MDC|MC|DC,84
Borussia Dortmund,2020-2021,6,Thomas Delaney,,Denmark,MDC|MC,80
Borussia Dortmund,2020-2021,22,Jude Bellingham,,England,MC|MOC|MDC,76
Borussia Dortmund,2020-2021,19,Julian Brandt,,Germany,MOC|MG|AG|MC|MD,83
Borussia Dortmund,2020-2021,11,Marco Reus,,Germany,MOC|AG|MG|BU,85
Borussia Dortmund,2020-2021,10,Thorgan Hazard,,Belgium,AG|MG|MOC|AD,83
Borussia Dortmund,2020-2021,7,Jadon Sancho,,England,AD|AG|MD|MG|MOC,87
Borussia Dortmund,2020-2021,9,Erling Haaland,,Norway,BU|MOC,88
Borussia Dortmund,2020-2021,32,Giovanni Reyna,,United States,MOC|MD|AD|MC,78
Borussia Dortmund,2020-2021,18,Youssoufa Moukoko,,Germany,BU|AG,72
Borussia Dortmund,2021-2022,1,Gregor Kobel,,Switzerland,G,84
Borussia Dortmund,2021-2022,35,Marwin Hitz,,Switzerland,G,77
Borussia Dortmund,2021-2022,15,Mats Hummels,,Germany,DC|MDC,85
Borussia Dortmund,2021-2022,16,Manuel Akanji,,Switzerland,DC|DD|MDC,83
Borussia Dortmund,2021-2022,2,Dan-Axel Zagadou,,France,DC|DG,79
Borussia Dortmund,2021-2022,24,Thomas Meunier,,Belgium,DD|MD|DC,81
Borussia Dortmund,2021-2022,13,Raphaël Guerreiro,,Portugal,DG|MG|MC|AG,83
Borussia Dortmund,2021-2022,14,Nico Schulz,,Germany,DG|MG,77
Borussia Dortmund,2021-2022,23,Emre Can,,Germany,MDC|DC|MC|DD,82
Borussia Dortmund,2021-2022,28,Axel Witsel,,Belgium,MDC|MC|DC,83
Borussia Dortmund,2021-2022,22,Jude Bellingham,,England,MC|MOC|MDC,82
Borussia Dortmund,2021-2022,19,Julian Brandt,,Germany,MOC|MG|AG|MC|MD,83
Borussia Dortmund,2021-2022,11,Marco Reus,,Germany,MOC|AG|MG|BU,85
Borussia Dortmund,2021-2022,10,Thorgan Hazard,,Belgium,AG|MG|MOC|AD,82
Borussia Dortmund,2021-2022,7,Giovanni Reyna,,United States,MOC|MD|AD|MC,80
Borussia Dortmund,2021-2022,21,Donyell Malen,,Netherlands,BU|AD|AG,80
Borussia Dortmund,2021-2022,9,Erling Haaland,,Norway,BU|MOC,91
Borussia Dortmund,2021-2022,18,Youssoufa Moukoko,,Germany,BU|AG,75
Borussia Dortmund,2022-2023,1,Gregor Kobel,,Switzerland,G,85
Borussia Dortmund,2022-2023,15,Mats Hummels,,Germany,DC|MDC,84
Borussia Dortmund,2022-2023,25,Niklas Süle,,Germany,DC|DD|MDC,84
Borussia Dortmund,2022-2023,4,Nico Schlotterbeck,,Germany,DC|DG|MDC,82
Borussia Dortmund,2022-2023,26,Julian Ryerson,,Norway,DD|DG|MD,79
Borussia Dortmund,2022-2023,17,Marius Wolf,,Germany,DD|MD|AD,79
Borussia Dortmund,2022-2023,13,Raphaël Guerreiro,,Portugal,DG|MG|MC|AG,82
Borussia Dortmund,2022-2023,23,Emre Can,,Germany,MDC|DC|MC|DD,82
Borussia Dortmund,2022-2023,6,Salih Özcan,,Turkey,MDC|MC,79
Borussia Dortmund,2022-2023,22,Jude Bellingham,,England,MC|MOC|MDC,86
Borussia Dortmund,2022-2023,19,Julian Brandt,,Germany,MOC|MG|AG|MC|MD,84
Borussia Dortmund,2022-2023,11,Marco Reus,,Germany,MOC|AG|MG|BU,84
Borussia Dortmund,2022-2023,27,Karim Adeyemi,,Germany,AG|AD|BU|MG,80
Borussia Dortmund,2022-2023,21,Donyell Malen,,Netherlands,BU|AD|AG,81
Borussia Dortmund,2022-2023,9,Sébastien Haller,,Ivory Coast,BU|MOC,82
Borussia Dortmund,2022-2023,20,Anthony Modeste,,France,BU|MOC,79
Borussia Dortmund,2022-2023,18,Youssoufa Moukoko,,Germany,BU|AG,77
Borussia Dortmund,2022-2023,7,Giovanni Reyna,,United States,MOC|MD|AD|MC,79
Borussia Dortmund,2023-2024,1,Gregor Kobel,,Switzerland,G,86
Borussia Dortmund,2023-2024,15,Mats Hummels,,Germany,DC|MDC,83
Borussia Dortmund,2023-2024,25,Niklas Süle,,Germany,DC|DD|MDC,83
Borussia Dortmund,2023-2024,4,Nico Schlotterbeck,,Germany,DC|DG|MDC,83
Borussia Dortmund,2023-2024,26,Julian Ryerson,,Norway,DD|DG|MD,80
Borussia Dortmund,2023-2024,22,Ian Maatsen,,Netherlands,DG|MG|AG,79
Borussia Dortmund,2023-2024,23,Emre Can,,Germany,MDC|DC|MC|DD,82
Borussia Dortmund,2023-2024,20,Marcel Sabitzer,,Austria,MOC|MDC|MD|MC,83
Borussia Dortmund,2023-2024,6,Salih Özcan,,Turkey,MDC|MC,79
Borussia Dortmund,2023-2024,19,Julian Brandt,,Germany,MOC|MG|AG|MC|MD,85
Borussia Dortmund,2023-2024,11,Marco Reus,,Germany,MOC|AG|MG|BU,83
Borussia Dortmund,2023-2024,10,Jadon Sancho,,England,AD|AG|MD|MG|MOC,82
Borussia Dortmund,2023-2024,27,Karim Adeyemi,,Germany,AG|AD|BU|MG,81
Borussia Dortmund,2023-2024,21,Donyell Malen,,Netherlands,BU|AD|AG,82
Borussia Dortmund,2023-2024,14,Niclas Füllkrug,,Germany,BU|MOC,82
Borussia Dortmund,2023-2024,9,Sébastien Haller,,Ivory Coast,BU|MOC,80
Borussia Dortmund,2023-2024,43,Jamie Bynoe-Gittens,,England,AG|AD|MG,77
Borussia Dortmund,2024-2025,1,Gregor Kobel,,Switzerland,G,86
Borussia Dortmund,2024-2025,25,Niklas Süle,,Germany,DC|DD|MDC,82
Borussia Dortmund,2024-2025,4,Nico Schlotterbeck,,Germany,DC|DG|MDC,84
Borussia Dortmund,2024-2025,2,Waldemar Anton,,Germany,DC|DD|MDC,81
Borussia Dortmund,2024-2025,26,Julian Ryerson,,Norway,DD|DG|MD,81
Borussia Dortmund,2024-2025,5,Ramy Bensebaini,,Algeria,DG|DC|MG,81
Borussia Dortmund,2024-2025,23,Emre Can,,Germany,MDC|DC|MC|DD,81
Borussia Dortmund,2024-2025,20,Marcel Sabitzer,,Austria,MOC|MDC|MD|MC,82
