Club,Saison,Numero,Joueur,Nom d'usage,Nationalite,Postes,Note
Lille,2005-2006,4,Efstathios Tavlaridis,,Grece,DC,74
Lille,2005-2006,26,Stephan Lichtsteiner,,Suisse,DD|MD,72
Lille,2005-2006,18,Kevin Barralon,,France,MG,72
Lille,2005-2006,20,Gregory Tafforeau,,France,DG|MG|DC,71
Lille,2005-2006,23,Abdul Kader Keita,,Cote d'Ivoire,AD|BU|MD|AG,71
Lille,2005-2006,27,Kevin Mirallas,,Belgique,BU,71
Lille,2005-2006,10,Daniel Gygax,,Suisse,AD|MD,69
Lille,2005-2006,8,Geoffrey Dernis,,France,MC|BU,69
Lille,2005-2006,21,Matthieu Chalme,,France,DD,69
Lille,2005-2006,12,Mathieu Bodmer,,France,BU|MC|DC|MDC,68
Lille,2005-2006,17,Jean II Makoun,,Cameroun,MC|MDC|MG|BU,68
Lille,2005-2006,14,Peter Odemwingie,,Nigeria,BU|AD|AG,68
Lille,2005-2006,29,Stephane Dumont,,France,MDC,68
Lille,2005-2006,5,Rafael,Rafael,Bresil,DC|DD,67
Lille,2005-2006,16,Gregory Malicki,,France,G,66
Lille,2005-2006,2,Mathieu Debuchy,,France,DD|AD|MC|MD,66
Lille,2005-2006,22,Milivoje Vitakic,,Serbie,DC,65
Lille,2005-2006,7,Yohan Cabaye,,France,MC|MDC|MOC,63
Lille,2005-2006,11,Hicham Aboucherouane,,Maroc,MOC,63
Lille,2005-2006,6,Dante,Dante,Bresil,DC,62
Lille,2004-2005,1,Tony Sylva,,Senegal,G,75
Lille,2004-2005,24,Christophe Landrin,,France,MD|MC|MOC|MDC,74
Lille,2004-2005,4,Efstathios Tavlaridis,,Grece,DC,74
Lille,2004-2005,17,Jean II Makoun,,Cameroun,MC|MDC|MG|BU,73
Lille,2004-2005,12,Mathieu Bodmer,,France,BU|MC|DC|MDC,72
Lille,2004-2005,20,Gregory Tafforeau,,France,DG|MG|DC,71
Lille,2004-2005,10,Philippe Brunel,,France,BU,70
Lille,2004-2005,9,Matt Moussilou,,France,BU|MC,70
Lille,2004-2005,21,Matthieu Chalme,,France,DD,69
Lille,2004-2005,15,Milenko Acimovic,,Slovenie,MOC|MC,67
Lille,2004-2005,16,Gregory Malicki,,France,G,66
Lille,2004-2005,28,Serge Djamba,,Belgique,MG,65
Lille,2004-2005,22,Milivoje Vitakic,,Serbie,DC,65
Lille,2004-2005,18,Nicolas Bonnal,,France,MOC,64
Lille,2004-2005,25,Nicolas Plestan,,France,DC,63
Lille,2004-2005,11,Nicolas Raynier,,France,BU,63
Lille,2004-2005,8,Geoffrey Dernis,,France,MC|BU,62
Lille,2004-2005,29,Stephane Dumont,,France,MDC,62
Lille,2004-2005,6,Dante,Dante,Bresil,DC,62
Lille,2004-2005,23,Johan Audel,,France,BU|AG|AD|MOC,61
Lille,2004-2005,13,Nicolas Fauvergue,,France,BU,61
Lille,2004-2005,30,Laurent Pichon,,France,G,60
Lille,2004-2005,50,Rafael,Rafael,Bresil,DC|DD,59
Lille,2004-2005,26,Benoit Angbwa,,Cameroun,DD,54
Lille,2004-2005,19,Peter Franquart,,France,DC,51
Lille,2009-2010,16,Mickael Landreau,,France,G,79
Lille,2009-2010,23,Adil Rami,,France,DC,78
Lille,2009-2010,10,Ludovic Obraniak,,Pologne,MG|AD|MOC|AG|MD,77
Lille,2009-2010,7,Yohan Cabaye,,France,MC|MDC|MOC,77
Lille,2009-2010,27,Gervinho,Gervinho,Cote d'Ivoire,AD|AG|BU,77
Lille,2009-2010,26,Eden Hazard,,Belgique,AG|MOC|MG|AD,77
Lille,2009-2010,24,Rio Mavuba,,France,MDG|MC|MDC|MDD,76
Lille,2009-2010,4,Florent Balmont,,France,MDC|MC|MDD,75
Lille,2009-2010,14,Robert Vittek,,Slovaquie,AD|BU|AG,75
Lille,2009-2010,9,Tulio de Melo,,Bresil,BU,74
Lille,2009-2010,2,Mathieu Debuchy,,France,DD|AD|MC|MD,74
Lille,2009-2010,22,Aurelien Chedjou,,Cameroun,DC|MDC|DD,73
Lille,2009-2010,17,Pierre-Alain Frau,,France,BU,71
Lille,2009-2010,1,Ludovic Butelle,,France,G,70
Lille,2009-2010,29,Stephane Dumont,,France,MDC,70
Lille,2009-2010,25,Nicolas Plestan,,France,DC,70
Lille,2009-2010,15,Emerson,Emerson,Bresil,DG,70
Lille,2009-2010,11,Pierre-Emerick Aubameyang,,Gabon,BU,70
Lille,2009-2010,18,Franck Beria,,France,DG|DC|MD|DD,69
Lille,2009-2010,40,Barel Mouko,,Congo,G,66
Lille,2009-2010,6,Larsen Toure,,Guinee,BU,66
Lille,2009-2010,21,Marko Maric,,Croatie,MC,62
Lille,2009-2010,28,Emil Lyng,,Danemark,AD|MD,58
Lille,2009-2010,33,Omar Benzerga,,France,MC,57
Lille,2009-2010,3,Jerry Vandam,,France,DD|DC,57
Lille,2009-2010,36,Arnaud Souquet,,France,MDC,57
Lille,2009-2010,35,Pape N'Diaye Souare,,Senegal,DG,57
Lille,2009-2010,30,Alexandre Oukidja,,France,G,55
Lille,2009-2010,5,Idrissa Gana Gueye,,Senegal,MC|MDC,55
Lille,2009-2010,32,Yanis Salibur,,France,MOC,51
Lille,2010-2011,26,Eden Hazard,,Belgique,AG|MOC|MG|AD,81
Lille,2010-2011,27,Gervinho,Gervinho,Cote d'Ivoire,AD|AG|BU,80
Lille,2010-2011,1,Mickael Landreau,,France,G,79
Lille,2010-2011,23,Adil Rami,,France,DC,79
Lille,2010-2011,10,Ludovic Obraniak,,Pologne,MG|AD|MOC|AG|MD,78
Lille,2010-2011,7,Yohan Cabaye,,France,MC|MDC|MOC,78
Lille,2010-2011,24,Rio Mavuba,,France,MDG|MC|MDC|MDD,77
Lille,2010-2011,4,Florent Balmont,,France,MDC|MC|MDD,75
Lille,2010-2011,9,Tulio de Melo,,Bresil,BU,75
Lille,2010-2011,22,Aurelien Chedjou,,Cameroun,DC|MDC|DD,75
Lille,2010-2011,18,Franck Beria,,France,DG|DC|MD|DD,74
Lille,2010-2011,14,David Rozehnal,,Tchequie,DC,74
Lille,2010-2011,2,Mathieu Debuchy,,France,DD|AD|MC|MD,74
Lille,2010-2011,8,Moussa Sow,,France,BU,74
Lille,2010-2011,17,Pierre-Alain Frau,,France,BU,72
Lille,2010-2011,29,Stephane Dumont,,France,MDC,72
Lille,2010-2011,15,Emerson,Emerson,Bresil,DG,70
Lille,2010-2011,16,Barel Mouko,,Congo,G,67
Lille,2010-2011,12,Cedric Baseya,,RD Congo,BU,61
Lille,2010-2011,28,Emil Lyng,,Danemark,AD|MD,60
Lille,2010-2011,35,Gianni Bruno,,Belgique,BU,58
Lille,2010-2011,3,Jerry Vandam,,France,DD|DC,58
Lille,2010-2011,6,Pape N'Diaye Souare,,Senegal,DG,58
Lille,2010-2011,21,Arnaud Souquet,,France,MDC,56
Lille,2010-2011,11,Idrissa Gana Gueye,,Senegal,MC|MDC,56
Lille,2010-2011,30,Alexandre Oukidja,,France,G,55
Lille,2010-2011,34,Omar Wade,,Senegal,BU,55
Lille,2010-2011,5,Yanis Salibur,,France,MOC,51
Lille,2010-2011,32,Adama Soumaoro,,France,DC|DD,47
Lille,2010-2011,33,Lucas Digne,,France,DG|DD|MG,44
Lille,2011-2012,10,Eden Hazard,,Belgique,AG|MOC|MG|AD,85
Lille,2011-2012,8,Moussa Sow,,France,BU,83
Lille,2011-2012,26,Joe Cole,,Angleterre,AD|AG|MOC|MG|MD,81
Lille,2011-2012,24,Rio Mavuba,,France,MDG|MC|MDC|MDD,81
Lille,2011-2012,1,Mickael Landreau,,France,G,80
Lille,2011-2012,4,Florent Balmont,,France,MDC|MC|MDD,79
Lille,2011-2012,7,Dimitri Payet,,France,AG|MOC|AD|MG|MD,79
Lille,2011-2012,22,Aurelien Chedjou,,Cameroun,DC|MDC|DD,79
Lille,2011-2012,2,Mathieu Debuchy,,France,DD|AD|MC|MD,78
Lille,2011-2012,11,Ludovic Obraniak,,Pologne,MG|AD|MOC|AG|MD,77
Lille,2011-2012,25,Marko Basa,,Montenegro,DC,77
Lille,2011-2012,17,Benoit Pedretti,,France,MC|MDC|MOC,76
Lille,2011-2012,18,Franck Beria,,France,DG|DC|MD|DD,76
Lille,2011-2012,16,Vincent Enyeama,,Nigeria,G,76
Lille,2011-2012,23,Nolan Roux,,France,BU|AD|AG|MOC,76
Lille,2011-2012,28,Mauro Cetto,,Argentine,DC,75
Lille,2011-2012,27,Ireneusz Jelen,,Pologne,BU,75
Lille,2011-2012,9,Tulio de Melo,,Bresil,BU,75
Lille,2011-2012,21,Laurent Bonnart,,France,DD|DG|MD,74
Lille,2011-2012,14,David Rozehnal,,Tchequie,DC,74
Lille,2011-2012,5,Idrissa Gana Gueye,,Senegal,MC|MDC,71
Lille,2011-2012,20,Ronny Rodelin,,France,MOC|BU|AD|MD,69
Lille,2011-2012,30,Barel Mouko,,Congo,G,67
Lille,2011-2012,19,Gianni Bruno,,Belgique,BU,60
Lille,2011-2012,6,Pape N'Diaye Souare,,Senegal,DG,60
Lille,2011-2012,3,Lucas Digne,,France,DG|DD|MG,60
Lille,2012-2013,1,Mickael Landreau,,France,G,82
Lille,2012-2013,24,Rio Mavuba,,France,MDG|MC|MDC|MDD,82
Lille,2012-2013,22,Aurelien Chedjou,,Cameroun,DC|MDC|DD,82
Lille,2012-2013,7,Dimitri Payet,,France,AG|MOC|AD|MG|MD,81
Lille,2012-2013,4,Florent Balmont,,France,MDC|MC|MDD,78
Lille,2012-2013,8,Salomon Kalou,,Cote d'Ivoire,AD|AG|BU|MOC,78
Lille,2012-2013,2,Mathieu Debuchy,,France,DD|AD|MC|MD,78
Lille,2012-2013,25,Marko Basa,,Montenegro,DC,77
Lille,2012-2013,17,Benoit Pedretti,,France,MC|MDC|MOC,76
Lille,2012-2013,26,Nolan Roux,,France,BU|AD|AG|MOC,76
Lille,2012-2013,10,Marvin Martin,,France,MOC|MC|MD|MDC,76
Lille,2012-2013,18,Franck Beria,,France,DG|DC|MD|DD,75
Lille,2012-2013,9,Tulio de Melo,,Bresil,BU,75
Lille,2012-2013,3,Lucas Digne,,France,DG|DD|MG,75
Lille,2012-2013,5,Idrissa Gana Gueye,,Senegal,MC|MDC,72
Lille,2012-2013,14,David Rozehnal,,Tchequie,DC,71
Lille,2012-2013,21,Laurent Bonnart,,France,DD|DG|MD,70
Lille,2012-2013,20,Ronny Rodelin,,France,MOC|BU|AD|MD,70
Lille,2012-2013,29,Ryan Mendes,,Cap-Vert,AG|MD,70
Lille,2012-2013,15,Djibril Sidibe,,France,DG|DD|MD|DC,67
Lille,2012-2013,28,Viktor Klonaridis,,Belgique,MG,67
Lille,2012-2013,33,Divock Origi,,Belgique,BU|MOC|AG,61
Lille,2012-2013,13,Adama Soumaoro,,France,DC|DD,59
Lille,2013-2014,24,Rio Mavuba,,France,MDG|MC|MDC|MDD,81
Lille,2013-2014,1,Vincent Enyeama,,Nigeria,G,79
Lille,2013-2014,14,Simon Kjaer,,Danemark,DC,79
Lille,2013-2014,25,Marko Basa,,Montenegro,DC,79
Lille,2013-2014,8,Salomon Kalou,,Cote d'Ivoire,AD|AG|BU|MOC,78
Lille,2013-2014,17,Florian Thauvin,,France,MD|AD,77
Lille,2013-2014,4,Florent Balmont,,France,MDC|MC|MDD,76
Lille,2013-2014,5,Idrissa Gana Gueye,,Senegal,MC|MDC,76
Lille,2013-2014,26,Nolan Roux,,France,BU|AD|AG|MOC,75
Lille,2013-2014,10,Marvin Martin,,France,MOC|MC|MD|MDC,75
Lille,2013-2014,16,Steeve Elana,,France,G,74
Lille,2013-2014,18,Franck Beria,,France,DG|DC|MD|DD,74
Lille,2013-2014,9,Tulio de Melo,,Bresil,BU,74
Lille,2013-2014,23,Pape Souare,,Senegal,DG|MG,74
Lille,2013-2014,22,David Rozehnal,,Tchequie,DC,72
Lille,2013-2014,11,Ryan Mendes,,Cap-Vert,AG|MD,72
Lille,2013-2014,20,Ronny Rodelin,,France,MOC|BU|AD|MD,71
Lille,2013-2014,27,Divock Origi,,Belgique,BU|MOC|AG,71
Lille,2013-2014,15,Djibril Sidibe,,France,DG|DD|MD|DC,70
Lille,2013-2014,6,Jonathan Delaplace,,France,MC,69
Lille,2013-2014,12,Soualiho Meite,,France,MDC,68
Lille,2013-2014,30,Barel Mouko,,Congo,G,66
Lille,2013-2014,13,Adama Soumaoro,,France,DC|DD,61
Lille,2013-2014,7,John Jairo Ruiz,,Costa Rica,BU,61
Lille,2014-2015,1,Vincent Enyeama,,Nigeria,G,81
Lille,2014-2015,24,Rio Mavuba,,France,MDG|MC|MDC|MDD,79
Lille,2014-2015,14,Simon Kjaer,,Danemark,DC,79
Lille,2014-2015,25,Marko Basa,,Montenegro,DC,79
Lille,2014-2015,8,Salomon Kalou,,Cote d'Ivoire,AD|AG|BU|MOC,78
Lille,2014-2015,4,Florent Balmont,,France,MDC|MC|MDD,76
Lille,2014-2015,5,Idrissa Gana Gueye,,Senegal,MC|MDC,76
Lille,2014-2015,2,Sebastien Corchia,,France,DD|MD|DG,75
Lille,2014-2015,27,Divock Origi,,Belgique,BU|MOC|AG,75
Lille,2014-2015,16,Steeve Elana,,France,G,74
Lille,2014-2015,26,Nolan Roux,,France,BU|AD|AG|MOC,74
Lille,2014-2015,10,Marvin Martin,,France,MOC|MC|MD|MDC,74
Lille,2014-2015,23,Pape Souare,,Senegal,DG|MG,74
Lille,2014-2015,7,Sofiane Boufal,,France,AG|MOC|AD|MG,74
Lille,2014-2015,18,Franck Beria,,France,DG|DC|MD|DD,73
Lille,2014-2015,22,David Rozehnal,,Tchequie,DC,72
Lille,2014-2015,20,Ryan Mendes,,Cap-Vert,AG|MD,72
Lille,2014-2015,6,Jonathan Delaplace,,France,MC,72
Lille,2014-2015,17,Marcos Paulo Mesquita Lopes,,Portugal,MOC,72
Lille,2014-2015,9,Ronny Rodelin,,France,MOC|BU|AD|MD,71
Lille,2014-2015,15,Djibril Sidibe,,France,DG|DD|MD|DC,71
Lille,2014-2015,21,Abdoulay Diaby,,Mali,BU,70
Lille,2014-2015,12,Soualiho Meite,,France,MDC,68
Lille,2014-2015,40,Barel Mouko,,Congo,G,66
Lille,2014-2015,11,Michael Frey,,Suisse,BU,66
Lille,2014-2015,8,Adama Traore,,Mali,MC,64
Lille,2014-2015,13,Adama Soumaoro,,France,DC|DD,61
Lille,2014-2015,34,Benjamin Pavard,,France,DD,59
Lille,2015-2016,1,Vincent Enyeama,,Nigeria,G,81
Lille,2015-2016,25,Marko Basa,,Montenegro,DC,80
Lille,2015-2016,24,Rio Mavuba,,France,MDG|MC|MDC|MDD,79
Lille,2015-2016,7,Sofiane Boufal,,Maroc,AG|MOC|AD|MG,78
Lille,2015-2016,5,Renato Civelli,,Argentine,DC,76
Lille,2015-2016,2,Sebastien Corchia,,France,DD|MD|DG,76
Lille,2015-2016,4,Florent Balmont,,France,MDC|MC|MDD,75
Lille,2015-2016,39,Eder,Eder,Portugal,BU,75
Lille,2015-2016,11,Eric Bautheac,,France,MG|AG|AD|MOC|MD,75
Lille,2015-2016,19,Djibril Sidibe,,France,DG|DD|MD|DC,75
Lille,2015-2016,8,Mounir Obbadi,,Maroc,MC|MDC,74
Lille,2015-2016,31,Morgan Amalfitano,,France,AD|MC|MD|AG|MOC,74
Lille,2015-2016,16,Steeve Elana,,France,G,73
Lille,2015-2016,18,Franck Beria,,France,DG|DC|MD|DD,73
Lille,2015-2016,10,Marvin Martin,,France,MOC|MC|MD|MDC,73
Lille,2015-2016,32,Marcos Lopes,,Portugal,MD|MOC|MC|AD|MG,73
Lille,2015-2016,20,Ryan Mendes,,Cap-Vert,AG|MD,72
Lille,2015-2016,13,Stoppila Sunzu,,Zambie,DC,71
Lille,2015-2016,15,Lenny Nangis,,France,MG|MD,71
Lille,2015-2016,21,Ronny Rodelin,,France,MOC|BU|AD|MD,70
Lille,2015-2016,26,Junior Tallo,,Cote d'Ivoire,BU,70
Lille,2015-2016,17,Soualiho Meite,,France,MDC,70
Lille,2015-2016,9,Yassine Benzia,,Algerie,MOC|BU|AG|AD|MG,69
Lille,2015-2016,23,Adama Soumaoro,,France,DC|DD,68
Lille,2015-2016,6,Ibrahim Amadou,,Cameroun,MDC|MDG|DG,68
Lille,2015-2016,27,Baptiste Guillaume,,Belgique,BU,68
Lille,2015-2016,29,Michael Frey,,Suisse,BU,67
Lille,2015-2016,12,Sehrou Guirassy,,France,BU,67
Lille,2015-2016,28,Benjamin Pavard,,France,DD,67
Lille,2015-2016,40,Mike Maignan,,France,G,66
Lille,2016-2017,1,Vincent Enyeama,,Nigeria,G,82
Lille,2016-2017,7,Sofiane Boufal,,Maroc,AG|MOC|AD|MG,79
Lille,2016-2017,2,Sebastien Corchia,,France,DD|MD|DG,78
Lille,2016-2017,19,Eder,Eder,Portugal,BU,77
Lille,2016-2017,25,Marko Basa,,Montenegro,DC,77
Lille,2016-2017,12,Nicolas De Preville,,France,MG|BU|AG|AD|MOC,77
Lille,2016-2017,8,Mounir Obbadi,,Maroc,MC|MDC,76
Lille,2016-2017,4,Younousse Sankhare,,Senegal,MC|MDC|MOC,76
Lille,2016-2017,9,Yassine Benzia,,Algerie,MOC|BU|AG|AD|MG,76
Lille,2016-2017,17,Marcos Lopes,,Portugal,MD|MOC|MC|AD|MG,76
Lille,2016-2017,24,Rio Mavuba,,France,MDG|MC|MDC|MDD,75
Lille,2016-2017,5,Renato Civelli,,Argentine,DC,75
Lille,2016-2017,11,Eric Bautheac,,France,MG|AG|AD|MOC|MD,75
Lille,2016-2017,10,Ricardo Kishna,,Pays-Bas,AG|AD|MG,75
Lille,2016-2017,31,Morgan Amalfitano,,France,AD|MC|MD|AG|MOC,74
Lille,2016-2017,15,Julian Palmieri,,France,DG,74
Lille,2016-2017,7,Anwar El Ghazi,,Pays-Bas,AD|AG,74
Lille,2016-2017,18,Franck Beria,,France,DG|DC|MD|DD,73
Lille,2016-2017,23,Adama Soumaoro,,France,DC|DD,73
Lille,2016-2017,27,Naim Sliti,,Tunisie,MG,73
Lille,2016-2017,6,Ibrahim Amadou,,Cameroun,MDC|MDG|DG,73
Lille,2016-2017,13,Stoppila Sunzu,,Zambie,DC,72
Lille,2016-2017,20,Ryan Mendes,,Cap-Vert,AG|MD,72
Lille,2016-2017,28,Benjamin Pavard,,France,DD,71
Lille,2016-2017,26,Fares Bahlouli,,France,MOC,70
Lille,2016-2017,22,Junior Alonso,,Paraguay,DC,69
Lille,2016-2017,14,Junior Tallo,,Cote d'Ivoire,BU,68
Lille,2016-2017,21,Yves Bissouma,,Mali,MDD|MC,68
Lille,2016-2017,16,Mike Maignan,,France,G,67
Lille,2016-2017,4,Gabriel Magalhaes,,Bresil,DC,67
Lille,2017-2018,40,Vincent Enyeama,,Nigeria,G,78
Lille,2017-2018,35,Marko Basa,,Montenegro,DC,77
Lille,2017-2018,12,Nicolas De Preville,,France,MG|BU|AG|AD|MOC,77
Lille,2017-2018,36,Eder Macedo Lopes,,Portugal,BU,76
Lille,2017-2018,10,Yassine Benzia,,Algerie,MOC|BU|AG|AD|MG,76
Lille,2017-2018,6,Ibrahim Amadou,,Cameroun,MDC|MDG|DG,76
Lille,2017-2018,23,Thiago Mendes,,Bresil,MDD|MDG|MC|MDC,76
Lille,2017-2018,2,Kevin Malcuit,,France,DD|MD|DG,75
Lille,2017-2018,16,Mike Maignan,,France,G,75
Lille,2017-2018,20,Thiago Maia,,Bresil,MDC|MC,75
Lille,2017-2018,5,Adama Soumaoro,,France,DC|DD,74
Lille,2017-2018,37,Eric Bautheac,,France,MG|AG|AD|MOC|MD,73
Lille,2017-2018,15,Edgar Miguel Ie,,Portugal,DC,73
Lille,2017-2018,7,Anwar El Ghazi,,Pays-Bas,AD|AG,73
Lille,2017-2018,3,Junior Alonso,,Paraguay,DC,73
Lille,2017-2018,19,Nicolas Pepe,,Cote d'Ivoire,MD|AD|AG|MG|BU,73
Lille,2017-2018,11,Luiz Araujo,,Bresil,MG|MD|AD|AG,73
Lille,2017-2018,8,Xeka,Xeka,Portugal,MDC|MC,73
Lille,2017-2018,38,Julian Palmieri,,France,DG,72
Lille,2017-2018,40,Junior Tallo,,Cote d'Ivoire,BU,72
Lille,2017-2018,9,Ezequiel Ponce,,Argentine,BU,72
Lille,2017-2018,21,Yves Bissouma,,Mali,MDD|MC,72
Lille,2017-2018,45,Martin Terrier,,France,AG,70
Lille,2017-2018,18,Lebo Mothiba,,Afrique du Sud,BU,70
Lille,2017-2018,39,Lenny Nangis,,France,MG|MD,69
Lille,2017-2018,26,Fares Bahlouli,,France,MOC,69
Lille,2017-2018,25,Fode Ballo-Toure,,France,DG,69
Lille,2017-2018,24,Boubakary Soumare,,France,MC|MDG|MDC|MG,63
Lille,2018-2019,19,Nicolas Pepe,,Cote d'Ivoire,MD|AD|AG|MG|BU,82
Lille,2018-2019,6,Jose Fonte,,Portugal,DC|DD,80
Lille,2018-2019,23,Thiago Mendes,,Bresil,MDD|MDG|MC|MDC,80
Lille,2018-2019,16,Mike Maignan,,France,G,79
Lille,2018-2019,5,Adama Soumaoro,,France,DC|DD,78
Lille,2018-2019,14,Jonathan Bamba,,France,MG|AG|AD|MD,78
Lille,2018-2019,12,Jonathan Ikone,,France,MD|MOC|AD|AG|MG,78
Lille,2018-2019,9,Loic Remy,,France,BU|AD|AG,77
Lille,2018-2019,40,Vincent Enyeama,,Nigeria,G,76
Lille,2018-2019,17,Zeki Celik,,Turquie,DD|MD,76
Lille,2018-2019,10,Yassine Benzia,,Algerie,MOC|BU|AG|AD|MG,75
Lille,2018-2019,20,Thiago Maia,,Bresil,MDC|MC,75
Lille,2018-2019,8,Xeka,Xeka,Portugal,MDC|MC,75
Lille,2018-2019,15,Edgar Miguel Ie,,Portugal,DC,74
Lille,2018-2019,7,Anwar El Ghazi,,Pays-Bas,AD|AG,74
Lille,2018-2019,11,Luiz Araujo,,Bresil,MG|MD|AD|AG,74
Lille,2018-2019,18,Lebo Mothiba,,Afrique du Sud,BU,74
Lille,2018-2019,7,Rafael Leao,,Portugal,BU|AG|AD,74
Lille,2018-2019,26,Jeremy Pied,,France,DD,73
Lille,2018-2019,10,Rui Fonte,,Portugal,BU,72
Lille,2018-2019,4,Gabriel Magalhaes,,Bresil,DC,72
Lille,2018-2019,25,Fode Ballo-Toure,,France,DG,72
Lille,2018-2019,3,Youssouf Kone,,Mali,DG,71
Lille,2018-2019,31,Fares Bahlouli,,France,MOC,69
