Club,Saison,Numero,Joueur,Nom d'usage,Nationalite,Postes,Note
Bayern Munich,2006-2007,22,Michael Rensing,,Germany,G,76
Bayern Munich,2006-2007,2,Willy Sagnol,,France,DD|MD,83
Bayern Munich,2006-2007,5,Lúcio,,Brazil,DC|MDC|DD,86
Bayern Munich,2006-2007,6,Martín Demichelis,,Argentina,DC|MDC|DD,82
Bayern Munich,2006-2007,44,Daniel van Buyten,,Belgium,DC|DD,83
Bayern Munich,2006-2007,21,Philipp Lahm,,Germany,DG|DD|MG|MD,84
Bayern Munich,2006-2007,3,Valérien Ismaël,,France,DC|DD,78
Bayern Munich,2006-2007,17,Mark van Bommel,,Netherlands,MDC|MC,84
Bayern Munich,2006-2007,31,Bastian Schweinsteiger,,Germany,MC|MDC|MG|MOC,83
Bayern Munich,2006-2007,20,Hasan Salihamidžić,,Bosnia and Herzegovina,MD|MC|AD,81
Bayern Munich,2006-2007,16,Andreas Ottl,,Germany,MDC|MC,74
Bayern Munich,2006-2007,7,Mehmet Scholl,,Germany,MOC|MG|MC,79
Bayern Munich,2006-2007,18,Sebastian Deisler,,Germany,MD|MOC|AD,79
Bayern Munich,2006-2007,10,Roy Makaay,,Netherlands,BU|MOC,85
Bayern Munich,2006-2007,14,Claudio Pizarro,,Peru,BU|MOC|AG,84
Bayern Munich,2006-2007,11,Lukas Podolski,,Germany,AG|BU|MG|MOC,83
Bayern Munich,2006-2007,33,Paolo Guerrero,,Peru,BU|AD,77
Bayern Munich,2007-2008,1,Oliver Kahn,,Germany,G,86
Bayern Munich,2007-2008,22,Michael Rensing,,Germany,G,77
Bayern Munich,2007-2008,2,Willy Sagnol,,France,DD|MD,81
Bayern Munich,2007-2008,5,Lúcio,,Brazil,DC|MDC|DD,85
Bayern Munich,2007-2008,6,Martín Demichelis,,Argentina,DC|MDC|DD,83
Bayern Munich,2007-2008,44,Daniel van Buyten,,Belgium,DC|DD,83
Bayern Munich,2007-2008,21,Philipp Lahm,,Germany,DG|DD|MG|MD,85
Bayern Munich,2007-2008,28,Holger Badstuber,,Germany,DC|DG|MDC,72
Bayern Munich,2007-2008,17,Mark van Bommel,,Netherlands,MDC|MC,84
Bayern Munich,2007-2008,31,Bastian Schweinsteiger,,Germany,MC|MDC|MG|MOC,84
Bayern Munich,2007-2008,8,Hamit Altıntop,,Turkey,MD|MC|DD,81
Bayern Munich,2007-2008,7,Franck Ribéry,,France,MG|AG|MOC|AD,87
Bayern Munich,2007-2008,24,Zé Roberto,,Brazil,MG|MC|MDC|AG,83
Bayern Munich,2007-2008,16,Andreas Ottl,,Germany,MDC|MC,75
Bayern Munich,2007-2008,9,Luca Toni,,Italy,BU|MOC,86
Bayern Munich,2007-2008,18,Miroslav Klose,,Germany,BU|MOC,85
Bayern Munich,2007-2008,11,Lukas Podolski,,Germany,AG|BU|MG|MOC,83
Bayern Munich,2008-2009,1,Michael Rensing,,Germany,G,78
Bayern Munich,2008-2009,22,Hans-Jörg Butt,,Germany,G,80
Bayern Munich,2008-2009,2,Massimo Oddo,,Italy,DD|MD,80
Bayern Munich,2008-2009,5,Lúcio,,Brazil,DC|MDC|DD,85
Bayern Munich,2008-2009,6,Martín Demichelis,,Argentina,DC|MDC|DD,83
Bayern Munich,2008-2009,44,Daniel van Buyten,,Belgium,DC|DD,82
Bayern Munich,2008-2009,21,Philipp Lahm,,Germany,DG|DD|MG|MD,85
Bayern Munich,2008-2009,28,Holger Badstuber,,Germany,DC|DG|MDC,74
Bayern Munich,2008-2009,17,Mark van Bommel,,Netherlands,MDC|MC,83
Bayern Munich,2008-2009,31,Bastian Schweinsteiger,,Germany,MC|MDC|MG|MOC,84
Bayern Munich,2008-2009,8,Hamit Altıntop,,Turkey,MD|MC|DD,81
Bayern Munich,2008-2009,7,Franck Ribéry,,France,MG|AG|MOC|AD,88
Bayern Munich,2008-2009,24,Zé Roberto,,Brazil,MG|MC|MDC|AG,82
Bayern Munich,2008-2009,13,Thomas Müller,,Germany,MOC|AD|BU|MD,72
Bayern Munich,2008-2009,9,Luca Toni,,Italy,BU|MOC,85
Bayern Munich,2008-2009,18,Miroslav Klose,,Germany,BU|MOC,84
Bayern Munich,2008-2009,11,Lukas Podolski,,Germany,AG|BU|MG|MOC,83
Bayern Munich,2009-2010,22,Hans-Jörg Butt,,Germany,G,80
Bayern Munich,2009-2010,1,Michael Rensing,,Germany,G,77
Bayern Munich,2009-2010,5,Daniel van Buyten,,Belgium,DC|DD,83
Bayern Munich,2009-2010,6,Martín Demichelis,,Argentina,DC|MDC|DD,82
Bayern Munich,2009-2010,21,Philipp Lahm,,Germany,DG|DD|MG|MD,86
Bayern Munich,2009-2010,28,Holger Badstuber,,Germany,DC|DG|MDC,77
Bayern Munich,2009-2010,27,Diego Contento,,Germany,DG|MG,73
Bayern Munich,2009-2010,44,Anatoliy Tymoshchuk,,Ukraine,MDC|MC|DC,82
Bayern Munich,2009-2010,17,Mark van Bommel,,Netherlands,MDC|MC,82
Bayern Munich,2009-2010,31,Bastian Schweinsteiger,,Germany,MC|MDC|MG|MOC,85
Bayern Munich,2009-2010,8,Hamit Altıntop,,Turkey,MD|MC|DD,81
Bayern Munich,2009-2010,7,Franck Ribéry,,France,MG|AG|MOC|AD,88
Bayern Munich,2009-2010,10,Arjen Robben,,Netherlands,AD|MD|MG|AG,88
Bayern Munich,2009-2010,13,Thomas Müller,,Germany,MOC|AD|BU|MD,79
Bayern Munich,2009-2010,18,Miroslav Klose,,Germany,BU|MOC,83
Bayern Munich,2009-2010,11,Ivica Olić,,Croatia,BU|AG|AD,81
Bayern Munich,2009-2010,33,Mario Gómez,,Germany,BU|MOC,84
Bayern Munich,2009-2010,23,Danijel Pranjić,,Croatia,DG|MG|AG,78
Bayern Munich,2010-2011,22,Hans-Jörg Butt,,Germany,G,79
Bayern Munich,2010-2011,1,Thomas Kraft,,Germany,G,74
Bayern Munich,2010-2011,5,Daniel van Buyten,,Belgium,DC|DD,82
Bayern Munich,2010-2011,6,Martín Demichelis,,Argentina,DC|MDC|DD,81
Bayern Munich,2010-2011,21,Philipp Lahm,,Germany,DG|DD|MG|MD,87
Bayern Munich,2010-2011,28,Holger Badstuber,,Germany,DC|DG|MDC,80
Bayern Munich,2010-2011,27,Diego Contento,,Germany,DG|MG,74
Bayern Munich,2010-2011,44,Anatoliy Tymoshchuk,,Ukraine,MDC|MC|DC,81
Bayern Munich,2010-2011,17,Mark van Bommel,,Netherlands,MDC|MC,81
Bayern Munich,2010-2011,31,Bastian Schweinsteiger,,Germany,MC|MDC|MG|MOC,87
Bayern Munich,2010-2011,8,Hamit Altıntop,,Turkey,MD|MC|DD,81
Bayern Munich,2010-2011,7,Franck Ribéry,,France,MG|AG|MOC|AD,87
Bayern Munich,2010-2011,10,Arjen Robben,,Netherlands,AD|MD|MG|AG,89
Bayern Munich,2010-2011,13,Thomas Müller,,Germany,MOC|AD|BU|MD,83
Bayern Munich,2010-2011,39,Toni Kroos,,Germany,MC|MOC|MDC,79
Bayern Munich,2010-2011,18,Miroslav Klose,,Germany,BU|MOC,82
Bayern Munich,2010-2011,11,Ivica Olić,,Croatia,BU|AG|AD,81
Bayern Munich,2010-2011,33,Mario Gómez,,Germany,BU|MOC,86
Bayern Munich,2010-2011,23,Danijel Pranjić,,Croatia,DG|MG|AG,78
Bayern Munich,2011-2012,1,Manuel Neuer,,Germany,G,88
Bayern Munich,2011-2012,22,Hans-Jörg Butt,,Germany,G,78
Bayern Munich,2011-2012,5,Daniel van Buyten,,Belgium,DC|DD,81
Bayern Munich,2011-2012,17,Jérôme Boateng,,Germany,DC|DD|DG|MDC,81
Bayern Munich,2011-2012,21,Philipp Lahm,,Germany,DG|DD|MG|MD,87
Bayern Munich,2011-2012,28,Holger Badstuber,,Germany,DC|DG|MDC,81
Bayern Munich,2011-2012,26,Diego Contento,,Germany,DG|MG,75
Bayern Munich,2011-2012,44,Anatoliy Tymoshchuk,,Ukraine,MDC|MC|DC,80
Bayern Munich,2011-2012,27,David Alaba,,Austria,DG|MG|MDC|DC,79
Bayern Munich,2011-2012,31,Bastian Schweinsteiger,,Germany,MC|MDC|MG|MOC,87
Bayern Munich,2011-2012,39,Toni Kroos,,Germany,MC|MOC|MDC,83
Bayern Munich,2011-2012,30,Luiz Gustavo,,Brazil,MDC|MC|DC,81
Bayern Munich,2011-2012,7,Franck Ribéry,,France,MG|AG|MOC|AD,88
Bayern Munich,2011-2012,10,Arjen Robben,,Netherlands,AD|MD|MG|AG,89
Bayern Munich,2011-2012,25,Thomas Müller,,Germany,MOC|AD|BU|MD,84
Bayern Munich,2011-2012,18,Nils Petersen,,Germany,BU|MOC,74
Bayern Munich,2011-2012,33,Mario Gómez,,Germany,BU|MOC,87
Bayern Munich,2011-2012,11,Ivica Olić,,Croatia,BU|AG|AD,79
Bayern Munich,2011-2012,8,Takashi Usami,,Japan,AG|AD|MOC,73
Bayern Munich,2012-2013,1,Manuel Neuer,,Germany,G,89
Bayern Munich,2012-2013,22,Tom Starke,,Germany,G,75
Bayern Munich,2012-2013,5,Daniel van Buyten,,Belgium,DC|DD,80
Bayern Munich,2012-2013,17,Jérôme Boateng,,Germany,DC|DD|DG|MDC,83
Bayern Munich,2012-2013,21,Philipp Lahm,,Germany,DG|DD|MG|MD,88
Bayern Munich,2012-2013,28,Holger Badstuber,,Germany,DC|DG|MDC,82
Bayern Munich,2012-2013,4,Dante,,Brazil,DC|DG,84
Bayern Munich,2012-2013,27,David Alaba,,Austria,DG|MG|MDC|DC,83
Bayern Munich,2012-2013,44,Anatoliy Tymoshchuk,,Ukraine,MDC|MC|DC,79
Bayern Munich,2012-2013,31,Bastian Schweinsteiger,,Germany,MC|MDC|MG|MOC,88
Bayern Munich,2012-2013,39,Toni Kroos,,Germany,MC|MOC|MDC,85
Bayern Munich,2012-2013,30,Luiz Gustavo,,Brazil,MDC|MC|DC,82
Bayern Munich,2012-2013,23,Xherdan Shaqiri,,Switzerland,AD|MD|MOC|AG,82
Bayern Munich,2012-2013,7,Franck Ribéry,,France,MG|AG|MOC|AD,89
Bayern Munich,2012-2013,10,Arjen Robben,,Netherlands,AD|MD|MG|AG,88
Bayern Munich,2012-2013,25,Thomas Müller,,Germany,MOC|AD|BU|MD,85
Bayern Munich,2012-2013,33,Mario Mandžukić,,Croatia,BU|AG|MOC,84
Bayern Munich,2012-2013,9,Mario Gómez,,Germany,BU|MOC,85
Bayern Munich,2012-2013,14,Claudio Pizarro,,Peru,BU|MOC|AG,80
Bayern Munich,2013-2014,1,Manuel Neuer,,Germany,G,90
Bayern Munich,2013-2014,22,Tom Starke,,Germany,G,75
Bayern Munich,2013-2014,17,Jérôme Boateng,,Germany,DC|DD|DG|MDC,85
Bayern Munich,2013-2014,21,Philipp Lahm,,Germany,DG|DD|MG|MD,88
Bayern Munich,2013-2014,4,Dante,,Brazil,DC|DG,85
Bayern Munich,2013-2014,27,David Alaba,,Austria,DG|MG|MDC|DC,85
Bayern Munich,2013-2014,5,Daniel van Buyten,,Belgium,DC|DD,79
Bayern Munich,2013-2014,13,Rafinha,,Brazil,DD|MD,80
Bayern Munich,2013-2014,28,Holger Badstuber,,Germany,DC|DG|MDC,80
Bayern Munich,2013-2014,31,Bastian Schweinsteiger,,Germany,MC|MDC|MG|MOC,87
Bayern Munich,2013-2014,39,Toni Kroos,,Germany,MC|MOC|MDC,86
Bayern Munich,2013-2014,8,Javi Martínez,,Spain,MDC|DC|MC,85
Bayern Munich,2013-2014,24,Thiago Alcântara,,Spain,MC|MOC|MDC,84
Bayern Munich,2013-2014,44,Anatoliy Tymoshchuk,,Ukraine,MDC|MC|DC,78
Bayern Munich,2013-2014,7,Franck Ribéry,,France,MG|AG|MOC|AD,89
Bayern Munich,2013-2014,10,Arjen Robben,,Netherlands,AD|MD|MG|AG,89
Bayern Munich,2013-2014,25,Thomas Müller,,Germany,MOC|AD|BU|MD,86
Bayern Munich,2013-2014,11,Xherdan Shaqiri,,Switzerland,AD|MD|MOC|AG,82
Bayern Munich,2013-2014,9,Mario Mandžukić,,Croatia,BU|AG|MOC,85
Bayern Munich,2013-2014,33,Mario Götze,,Germany,MOC|MG|AG|BU,85
Bayern Munich,2013-2014,14,Claudio Pizarro,,Peru,BU|MOC|AG,79
Bayern Munich,2014-2015,1,Manuel Neuer,,Germany,G,90
Bayern Munich,2014-2015,22,Tom Starke,,Germany,G,74
Bayern Munich,2014-2015,17,Jérôme Boateng,,Germany,DC|DD|DG|MDC,87
Bayern Munich,2014-2015,21,Philipp Lahm,,Germany,DG|DD|MG|MD,87
Bayern Munich,2014-2015,4,Dante,,Brazil,DC|DG,84
Bayern Munich,2014-2015,27,David Alaba,,Austria,DG|MG|MDC|DC,86
Bayern Munich,2014-2015,13,Rafinha,,Brazil,DD|MD,80
Bayern Munich,2014-2015,28,Holger Badstuber,,Germany,DC|DG|MDC,79
Bayern Munich,2014-2015,31,Bastian Schweinsteiger,,Germany,MC|MDC|MG|MOC,86
Bayern Munich,2014-2015,8,Javi Martínez,,Spain,MDC|DC|MC,85
Bayern Munich,2014-2015,6,Thiago Alcântara,,Spain,MC|MOC|MDC,84
Bayern Munich,2014-2015,23,Xabi Alonso,,Spain,MC|MDC|MOC,86
Bayern Munich,2014-2015,7,Franck Ribéry,,France,MG|AG|MOC|AD,88
Bayern Munich,2014-2015,10,Arjen Robben,,Netherlands,AD|MD|MG|AG,90
Bayern Munich,2014-2015,25,Thomas Müller,,Germany,MOC|AD|BU|MD,87
Bayern Munich,2014-2015,11,Xherdan Shaqiri,,Switzerland,AD|MD|MOC|AG,81
Bayern Munich,2014-2015,9,Robert Lewandowski,,Poland,BU|MOC,87
Bayern Munich,2014-2015,19,Mario Götze,,Germany,MOC|MG|AG|BU,85
Bayern Munich,2014-2015,33,Sebastian Rode,,Germany,MC|MDC,79
Bayern Munich,2015-2016,1,Manuel Neuer,,Germany,G,90
Bayern Munich,2015-2016,26,Sven Ulreich,,Germany,G,79
Bayern Munich,2015-2016,17,Jérôme Boateng,,Germany,DC|DD|DG|MDC,88
Bayern Munich,2015-2016,21,Philipp Lahm,,Germany,DG|DD|MG|MD,86
Bayern Munich,2015-2016,27,David Alaba,,Austria,DG|MG|MDC|DC,86
Bayern Munich,2015-2016,13,Rafinha,,Brazil,DD|MD,80
Bayern Munich,2015-2016,5,Mehdi Benatia,,Morocco,DC|DD,84
Bayern Munich,2015-2016,4,Juan Bernat,,Spain,DG|MG|AG,81
Bayern Munich,2015-2016,28,Holger Badstuber,,Germany,DC|DG|MDC,78
Bayern Munich,2015-2016,32,Joshua Kimmich,,Germany,MDC|DD|MC|DC,77
Bayern Munich,2015-2016,8,Javi Martínez,,Spain,MDC|DC|MC,85
Bayern Munich,2015-2016,6,Thiago Alcântara,,Spain,MC|MOC|MDC,85
Bayern Munich,2015-2016,14,Xabi Alonso,,Spain,MC|MDC|MOC,85
Bayern Munich,2015-2016,24,Sebastian Rode,,Germany,MC|MDC,78
Bayern Munich,2015-2016,7,Franck Ribéry,,France,MG|AG|MOC|AD,86
Bayern Munich,2015-2016,10,Arjen Robben,,Netherlands,AD|MD|MG|AG,88
Bayern Munich,2015-2016,25,Thomas Müller,,Germany,MOC|AD|BU|MD,88
Bayern Munich,2015-2016,11,Douglas Costa,,Brazil,AG|AD|MG|MD,84
Bayern Munich,2015-2016,9,Robert Lewandowski,,Poland,BU|MOC,90
Bayern Munich,2015-2016,19,Mario Götze,,Germany,MOC|MG|AG|BU,84
Bayern Munich,2015-2016,29,Kingsley Coman,,France,AG|AD|MG|MD,80
Bayern Munich,2016-2017,1,Manuel Neuer,,Germany,G,92
Bayern Munich,2016-2017,26,Sven Ulreich,,Germany,G,79
Bayern Munich,2016-2017,17,Jérôme Boateng,,Germany,DC|DD|DG|MDC,88
Bayern Munich,2016-2017,5,Mats Hummels,,Germany,DC|MDC,88
Bayern Munich,2016-2017,8,Javi Martínez,,Spain,MDC|DC|MC,85
Bayern Munich,2016-2017,27,David Alaba,,Austria,DG|MG|MDC|DC,86
Bayern Munich,2016-2017,21,Philipp Lahm,,Germany,DG|DD|MG|MD,85
Bayern Munich,2016-2017,13,Rafinha,,Brazil,DD|MD,80
Bayern Munich,2016-2017,18,Juan Bernat,,Spain,DG|MG|AG,81
Bayern Munich,2016-2017,32,Joshua Kimmich,,Germany,MDC|DD|MC|DC,81
Bayern Munich,2016-2017,6,Thiago Alcântara,,Spain,MC|MOC|MDC,87
Bayern Munich,2016-2017,23,Arturo Vidal,,Chile,MC|MDC|MOC,86
Bayern Munich,2016-2017,14,Xabi Alonso,,Spain,MC|MDC|MOC,84
Bayern Munich,2016-2017,35,Renato Sanches,,Portugal,MC|MDC|MOC,80
Bayern Munich,2016-2017,7,Franck Ribéry,,France,MG|AG|MOC|AD,85
Bayern Munich,2016-2017,10,Arjen Robben,,Netherlands,AD|MD|MG|AG,87
Bayern Munich,2016-2017,25,Thomas Müller,,Germany,MOC|AD|BU|MD,86
Bayern Munich,2016-2017,29,Kingsley Coman,,France,AG|AD|MG|MD,82
Bayern Munich,2016-2017,11,Douglas Costa,,Brazil,AG|AD|MG|MD,84
Bayern Munich,2016-2017,9,Robert Lewandowski,,Poland,BU|MOC,90
Bayern Munich,2017-2018,1,Manuel Neuer,,Germany,G,92
Bayern Munich,2017-2018,26,Sven Ulreich,,Germany,G,80
Bayern Munich,2017-2018,17,Jérôme Boateng,,Germany,DC|DD|DG|MDC,87
Bayern Munich,2017-2018,5,Mats Hummels,,Germany,DC|MDC,88
Bayern Munich,2017-2018,4,Niklas Süle,,Germany,DC|DD|MDC,82
Bayern Munich,2017-2018,8,Javi Martínez,,Spain,MDC|DC|MC,85
Bayern Munich,2017-2018,27,David Alaba,,Austria,DG|MG|MDC|DC,86
Bayern Munich,2017-2018,13,Rafinha,,Brazil,DD|MD,79
Bayern Munich,2017-2018,18,Juan Bernat,,Spain,DG|MG|AG,80
Bayern Munich,2017-2018,32,Joshua Kimmich,,Germany,MDC|DD|MC|DC,84
Bayern Munich,2017-2018,6,Thiago Alcântara,,Spain,MC|MOC|MDC,87
Bayern Munich,2017-2018,23,Arturo Vidal,,Chile,MC|MDC|MOC,85
Bayern Munich,2017-2018,24,Corentin Tolisso,,France,MC|MDC|MOC,83
Bayern Munich,2017-2018,16,Sebastian Rudy,,Germany,MDC|MC,81
Bayern Munich,2017-2018,11,James Rodríguez,,Colombia,MOC|MG|AG|MC,86
Bayern Munich,2017-2018,7,Franck Ribéry,,France,MG|AG|MOC|AD,84
Bayern Munich,2017-2018,10,Arjen Robben,,Netherlands,AD|MD|MG|AG,86
Bayern Munich,2017-2018,25,Thomas Müller,,Germany,MOC|AD|BU|MD,86
Bayern Munich,2017-2018,29,Kingsley Coman,,France,AG|AD|MG|MD,83
Bayern Munich,2017-2018,9,Robert Lewandowski,,Poland,BU|MOC,90
Bayern Munich,2017-2018,2,Sandro Wagner,,Germany,BU|MOC,79
Bayern Munich,2018-2019,1,Manuel Neuer,,Germany,G,90
Bayern Munich,2018-2019,26,Sven Ulreich,,Germany,G,80
Bayern Munich,2018-2019,17,Jérôme Boateng,,Germany,DC|DD|DG|MDC,85
Bayern Munich,2018-2019,5,Mats Hummels,,Germany,DC|MDC,87
Bayern Munich,2018-2019,4,Niklas Süle,,Germany,DC|DD|MDC,84
Bayern Munich,2018-2019,8,Javi Martínez,,Spain,MDC|DC|MC,84
Bayern Munich,2018-2019,27,David Alaba,,Austria,DG|MG|MDC|DC,85
Bayern Munich,2018-2019,13,Rafinha,,Brazil,DD|MD,78
Bayern Munich,2018-2019,32,Joshua Kimmich,,Germany,MDC|DD|MC|DC,86
Bayern Munich,2018-2019,6,Thiago Alcântara,,Spain,MC|MOC|MDC,87
Bayern Munich,2018-2019,18,Leon Goretzka,,Germany,MC|MOC|MDC,84
Bayern Munich,2018-2019,24,Corentin Tolisso,,France,MC|MDC|MOC,83
Bayern Munich,2018-2019,35,Renato Sanches,,Portugal,MC|MDC|MOC,79
Bayern Munich,2018-2019,11,James Rodríguez,,Colombia,MOC|MG|AG|MC,85
Bayern Munich,2018-2019,7,Franck Ribéry,,France,MG|AG|MOC|AD,82
Bayern Munich,2018-2019,10,Arjen Robben,,Netherlands,AD|MD|MG|AG,84
Bayern Munich,2018-2019,25,Thomas Müller,,Germany,MOC|AD|BU|MD,85
Bayern Munich,2018-2019,29,Kingsley Coman,,France,AG|AD|MG|MD,84
Bayern Munich,2018-2019,22,Serge Gnabry,,Germany,AD|AG|MD|MG|BU,83
Bayern Munich,2018-2019,9,Robert Lewandowski,,Poland,BU|MOC,90
Bayern Munich,2018-2019,2,Sandro Wagner,,Germany,BU|MOC,78
Bayern Munich,2019-2020,1,Manuel Neuer,,Germany,G,89
Bayern Munich,2019-2020,26,Sven Ulreich,,Germany,G,79
Bayern Munich,2019-2020,17,Jérôme Boateng,,Germany,DC|DD|DG|MDC,83
Bayern Munich,2019-2020,4,Niklas Süle,,Germany,DC|DD|MDC,85
Bayern Munich,2019-2020,5,Benjamin Pavard,,France,DD|DC|MD,83
Bayern Munich,2019-2020,21,Lucas Hernández,,France,DC|DG|MDC,84
Bayern Munich,2019-2020,27,David Alaba,,Austria,DG|MG|MDC|DC,85
Bayern Munich,2019-2020,19,Alphonso Davies,,Canada,DG|MG|AG,80
Bayern Munich,2019-2020,8,Javi Martínez,,Spain,MDC|DC|MC,83
Bayern Munich,2019-2020,32,Joshua Kimmich,,Germany,MDC|DD|MC|DC,88
Bayern Munich,2019-2020,6,Thiago Alcântara,,Spain,MC|MOC|MDC,87
Bayern Munich,2019-2020,18,Leon Goretzka,,Germany,MC|MOC|MDC,85
Bayern Munich,2019-2020,24,Corentin Tolisso,,France,MC|MDC|MOC,82
Bayern Munich,2019-2020,10,Philippe Coutinho,,Brazil,MOC|MG|AG|MC,84
Bayern Munich,2019-2020,25,Thomas Müller,,Germany,MOC|AD|BU|MD,86
Bayern Munich,2019-2020,22,Serge Gnabry,,Germany,AD|AG|MD|MG|BU,85
Bayern Munich,2019-2020,29,Kingsley Coman,,France,AG|AD|MG|MD,84
Bayern Munich,2019-2020,14,Ivan Perišić,,Croatia,MG|AG|MD|AD,84
Bayern Munich,2019-2020,9,Robert Lewandowski,,Poland,BU|MOC,91
Bayern Munich,2020-2021,1,Manuel Neuer,,Germany,G,90
Bayern Munich,2020-2021,35,Alexander Nübel,,Germany,G,79
Bayern Munich,2020-2021,17,Jérôme Boateng,,Germany,DC|DD|DG|MDC,82
Bayern Munich,2020-2021,4,Niklas Süle,,Germany,DC|DD|MDC,84
Bayern Munich,2020-2021,5,Benjamin Pavard,,France,DD|DC|MD,84
Bayern Munich,2020-2021,21,Lucas Hernández,,France,DC|DG|MDC,84
Bayern Munich,2020-2021,27,David Alaba,,Austria,DG|MG|MDC|DC,84
Bayern Munich,2020-2021,19,Alphonso Davies,,Canada,DG|MG|AG,84
Bayern Munich,2020-2021,8,Javi Martínez,,Spain,MDC|DC|MC,81
Bayern Munich,2020-2021,6,Joshua Kimmich,,Germany,MDC|DD|MC|DC,89
Bayern Munich,2020-2021,18,Leon Goretzka,,Germany,MC|MOC|MDC,86
Bayern Munich,2020-2021,24,Corentin Tolisso,,France,MC|MDC|MOC,82
Bayern Munich,2020-2021,42,Jamal Musiala,,Germany,MOC|MC|AG|MG,74
Bayern Munich,2020-2021,10,Leroy Sané,,Germany,AG|AD|MG|MD,85
Bayern Munich,2020-2021,7,Serge Gnabry,,Germany,AD|AG|MD|MG|BU,85
Bayern Munich,2020-2021,29,Kingsley Coman,,France,AG|AD|MG|MD,85
Bayern Munich,2020-2021,25,Thomas Müller,,Germany,MOC|AD|BU|MD,86
Bayern Munich,2020-2021,9,Robert Lewandowski,,Poland,BU|MOC,92
Bayern Munich,2020-2021,13,Eric Maxim Choupo-Moting,,Cameroon,BU|AG|MOC,78
Bayern Munich,2021-2022,1,Manuel Neuer,,Germany,G,90
Bayern Munich,2021-2022,26,Sven Ulreich,,Germany,G,77
Bayern Munich,2021-2022,2,Dayot Upamecano,,France,DC|DD|MDC,82
Bayern Munich,2021-2022,4,Niklas Süle,,Germany,DC|DD|MDC,84
Bayern Munich,2021-2022,5,Benjamin Pavard,,France,DD|DC|MD,84
Bayern Munich,2021-2022,21,Lucas Hernández,,France,DC|DG|MDC,84
Bayern Munich,2021-2022,19,Alphonso Davies,,Canada,DG|MG|AG,85
Bayern Munich,2021-2022,6,Joshua Kimmich,,Germany,MDC|DD|MC|DC,89
