Club,Saison,Numero,Joueur,Nom d'usage,Nationalite,Postes,Note
Aston Villa,2007-2008,18,Wayne Routledge,,England,AD|MD,58
Aston Villa,2007-2008,19,Stiliyan Petrov,,Bulgaria,MC|MOC,81
Aston Villa,2007-2008,20,Nigel Reo-Coker,,England,MC|MDC,78
Aston Villa,2007-2008,23,Patrik Berger,,Czechia,MOC,72
Aston Villa,2007-2008,26,Craig Gardner,,England,MC,67
Aston Villa,2007-2008,27,Isaiah Osbourne,,England,MDC|MC,66
Aston Villa,2007-2008,8,Luke Moore,,England,BU,74
Aston Villa,2007-2008,9,Marlon Harewood,,England,BU,73
Aston Villa,2007-2008,10,John Carew,,Norway,BU,76
Aston Villa,2007-2008,11,Gabriel Agbonlahor,,England,AG|BU,76
Aston Villa,2008-2009,1,Brad Friedel,,United States,G,80
Aston Villa,2008-2009,13,Stuart Taylor,,England,G,72
Aston Villa,2008-2009,22,Brad Guzan,,United States,G,74
Aston Villa,2008-2009,2,Luke Young,,England,DD|DG,74
Aston Villa,2008-2009,3,Wilfred Bouma,,Netherlands,DG|DC,76
Aston Villa,2008-2009,5,Martin Laursen,,Denmark,DC,79
Aston Villa,2008-2009,15,Curtis Davies,,England,DC,76
Aston Villa,2008-2009,16,Zat Knight,,England,DC,73
Aston Villa,2008-2009,21,Nicky Shorey,,England,DG|MDC,75
Aston Villa,2008-2009,24,Carlos Cuéllar,,Spain,DC,81
Aston Villa,2008-2009,4,Steve Sidwell,,England,MC|MDC,77
Aston Villa,2008-2009,6,Gareth Barry,,England,MC|MG|DG,84
Aston Villa,2008-2009,7,Ashley Young,,England,AG|MG|DD|DG|MD,83
Aston Villa,2008-2009,8,James Milner,,England,MD|AD|MC,80
Aston Villa,2008-2009,17,Moustapha Salifou,,Togo,MDC|MC,65
Aston Villa,2008-2009,19,Stiliyan Petrov,,Bulgaria,MC|MOC,77
Aston Villa,2008-2009,20,Nigel Reo-Coker,,England,MC|MDC,77
Aston Villa,2008-2009,26,Craig Gardner,,England,MC,72
Aston Villa,2008-2009,27,Isaiah Osbourne,,England,MDC|MC,65
Aston Villa,2008-2009,9,Marlon Harewood,,England,BU,75
Aston Villa,2008-2009,10,John Carew,,Norway,BU,81
Aston Villa,2008-2009,11,Gabriel Agbonlahor,,England,AG|BU,81
Aston Villa,2008-2009,14,Nathan Delfouneso,,England,BU|AG,55
Aston Villa,2008-2009,18,Emile Heskey,,England,BU,78
Aston Villa,2009-2010,1,Brad Friedel,,United States,G,82
Aston Villa,2009-2010,22,Brad Guzan,,United States,G,77
Aston Villa,2009-2010,33,Andy Marshall,,England,G,58
Aston Villa,2009-2010,2,Luke Young,,England,DD|DG,78
Aston Villa,2009-2010,3,Wilfred Bouma,,Netherlands,DG|DC,76
Aston Villa,2009-2010,5,Richard Dunne,,Republic of Ireland,DC,84
Aston Villa,2009-2010,15,Curtis Davies,,England,DC,78
Aston Villa,2009-2010,21,Nicky Shorey,,England,DG|MDC,74
Aston Villa,2009-2010,23,Habib Beye,,Senegal,DD,74
Aston Villa,2009-2010,24,Carlos Cuéllar,,Spain,DC,78
Aston Villa,2009-2010,25,Stephen Warnock,,England,DG,78
Aston Villa,2009-2010,29,James Collins,,Wales,DC,75
Aston Villa,2009-2010,47,Ciaran Clark,,England,DC,70
Aston Villa,2009-2010,4,Steve Sidwell,,England,MC|MDC,78
Aston Villa,2009-2010,6,Stewart Downing,,England,MG|AG,80
Aston Villa,2009-2010,7,Ashley Young,,England,AG|MG|DD|DG|MD,84
Aston Villa,2009-2010,8,James Milner,,England,MD|AD|MC,81
Aston Villa,2009-2010,12,Marc Albrighton,,England,MD|AD,69
Aston Villa,2009-2010,16,Fabian Delph,,England,MC|MDC,73
Aston Villa,2009-2010,19,Stiliyan Petrov,,Bulgaria,MC|MOC,81
Aston Villa,2009-2010,20,Nigel Reo-Coker,,England,MC|MDC,75
Aston Villa,2009-2010,26,Craig Gardner,,England,MC,72
Aston Villa,2009-2010,9,Marlon Harewood,,England,BU,71
Aston Villa,2009-2010,10,John Carew,,Norway,BU,83
Aston Villa,2009-2010,11,Gabriel Agbonlahor,,England,AG|BU,82
Aston Villa,2009-2010,14,Nathan Delfouneso,,England,BU|AG,58
Aston Villa,2009-2010,18,Emile Heskey,,England,BU,78
Aston Villa,2010-2011,1,Brad Friedel,,United States,G,82
Aston Villa,2010-2011,22,Brad Guzan,,United States,G,76
Aston Villa,2010-2011,33,Andy Marshall,,England,G,48
Aston Villa,2010-2011,2,Luke Young,,England,DD|DG,77
Aston Villa,2010-2011,3,Stephen Warnock,,England,DG,78
Aston Villa,2010-2011,5,Richard Dunne,,Republic of Ireland,DC,80
Aston Villa,2010-2011,23,Habib Beye,,Senegal,DD,74
Aston Villa,2010-2011,24,Carlos Cuéllar,,Spain,DC,79
Aston Villa,2010-2011,29,James Collins,,Wales,DC,78
Aston Villa,2010-2011,30,Eric Lichaj,,United States,DD,64
Aston Villa,2010-2011,36,Kyle Walker,,England,DD,58
Aston Villa,2010-2011,6,Stewart Downing,,England,MG|AG,80
Aston Villa,2010-2011,7,Ashley Young,,England,AG|MG|DD|DG|MD,83
Aston Villa,2010-2011,8,Robert Pires,,France,MOC|MG,65
Aston Villa,2010-2011,9,Stephen Ireland,,Republic of Ireland,MOC|MC,80
Aston Villa,2010-2011,13,Michael Bradley,,United States,MC|MDC,58
Aston Villa,2010-2011,17,Jean Makoun,,Cameroon,MDC,66
Aston Villa,2010-2011,19,Stiliyan Petrov,,Bulgaria,MC|MOC,80
Aston Villa,2010-2011,20,Nigel Reo-Coker,,England,MC|MDC,76
Aston Villa,2010-2011,27,Isaiah Osbourne,,England,MDC|MC,66
Aston Villa,2010-2011,28,Jonathan Hogg,,England,MC,48
Aston Villa,2010-2011,37,Moustapha Salifou,,Togo,MDC|MC,66
Aston Villa,2010-2011,10,John Carew,,Norway,BU,80
Aston Villa,2010-2011,11,Gabriel Agbonlahor,,England,AG|BU,76
Aston Villa,2010-2011,18,Emile Heskey,,England,BU,76
Aston Villa,2010-2011,39,Darren Bent,,England,BU,82
Aston Villa,2011-2012,1,Shay Given,,Republic of Ireland,G,82
Aston Villa,2011-2012,22,Brad Guzan,,United States,G,75
Aston Villa,2011-2012,33,Andy Marshall,,England,G,46
Aston Villa,2011-2012,2,Alan Hutton,,Scotland,DD|MD,76
Aston Villa,2011-2012,3,Stephen Warnock,,England,DG,74
Aston Villa,2011-2012,5,Richard Dunne,,Republic of Ireland,DC,78
Aston Villa,2011-2012,6,James Collins,,Wales,DC,75
Aston Villa,2011-2012,21,Ciaran Clark,,Republic of Ireland,DC,75
Aston Villa,2011-2012,24,Carlos Cuéllar,,Spain,DC,74
Aston Villa,2011-2012,29,Enda Stevens,,Republic of Ireland,DG,58
Aston Villa,2011-2012,30,Eric Lichaj,,United States,DD,71
Aston Villa,2011-2012,32,Nathan Baker,,England,DC,66
Aston Villa,2011-2012,37,Derrick Williams,,Republic of Ireland,DC,45
Aston Villa,2011-2012,7,Stephen Ireland,,Republic of Ireland,MOC|MC,75
Aston Villa,2011-2012,10,Charles N'Zogbia,,France,AG|MG,77
Aston Villa,2011-2012,12,Marc Albrighton,,England,MD|AD,75
Aston Villa,2011-2012,16,Fabian Delph,,England,MC|MDC,73
Aston Villa,2011-2012,17,Jean Makoun,,Cameroon,MDC,68
Aston Villa,2011-2012,19,Stiliyan Petrov,,Bulgaria,MC|MOC,77
Aston Villa,2011-2012,25,Barry Bannan,,Scotland,MOC,73
Aston Villa,2011-2012,31,Chris Herd,,Australia,MD,68
Aston Villa,2011-2012,35,Daniel Johnson,,Jamaica,MC,45
Aston Villa,2011-2012,38,Gary Gardner,,England,MC,70
Aston Villa,2011-2012,41,Jack Grealish,,England,MOC|AG,42
Aston Villa,2011-2012,9,Darren Bent,,England,BU,82
Aston Villa,2011-2012,11,Gabriel Agbonlahor,,England,AG|BU,75
Aston Villa,2011-2012,14,Nathan Delfouneso,,England,BU|AG,72
Aston Villa,2011-2012,18,Emile Heskey,,England,BU,70
Aston Villa,2011-2012,26,Andreas Weimann,,Austria,BU,67
Aston Villa,2012-2013,1,Brad Guzan,,United States,G,77
Aston Villa,2012-2013,31,Shay Given,,Republic of Ireland,G,77
Aston Villa,2012-2013,2,Nathan Baker,,England,DC,71
Aston Villa,2012-2013,3,Joe Bennett,,England,DG,65
Aston Villa,2012-2013,4,Ron Vlaar,,Netherlands,DC,78
Aston Villa,2012-2013,24,Carlos Cuéllar,,Spain,DC,58
Aston Villa,2012-2013,34,Matthew Lowton,,England,DD,73
Aston Villa,2012-2013,37,Enda Stevens,,Republic of Ireland,DG,62
Aston Villa,2012-2013,6,Ciaran Clark,,Republic of Ireland,DC,74
Aston Villa,2012-2013,16,Fabian Delph,,England,MC|MDC,71
Aston Villa,2012-2013,17,Chris Herd,,Australia,MD,66
Aston Villa,2012-2013,7,Stephen Ireland,,Republic of Ireland,MOC|MC,77
Aston Villa,2012-2013,12,Marc Albrighton,,England,MD|AD,72
Aston Villa,2012-2013,15,Ashley Westwood,,England,MC,70
Aston Villa,2012-2013,25,Barry Bannan,,Scotland,MOC,71
Aston Villa,2012-2013,8,Karim El Ahmadi,,Morocco,MDC,74
Aston Villa,2012-2013,22,Gary Gardner,,England,MC,69
Aston Villa,2012-2013,36,Yacouba Sylla,,Mali,MDC,69
Aston Villa,2012-2013,9,Darren Bent,,England,BU,81
Aston Villa,2012-2013,11,Gabriel Agbonlahor,,England,AG|BU,73
Aston Villa,2012-2013,18,Jordan Bowery,,England,BU,59
Aston Villa,2012-2013,14,Nathan Delfouneso,,England,BU|AG,50
Aston Villa,2012-2013,19,Andreas Weimann,,Austria,BU,72
Aston Villa,2012-2013,20,Christian Benteke,,Belgium,BU,77
Aston Villa,2012-2013,39,Brett Holman,,Australia,MC|MOC,48
Aston Villa,2013-2014,1,Brad Guzan,,United States,G,78
Aston Villa,2013-2014,13,Jed Steer,,England,G,62
Aston Villa,2013-2014,35,Shay Given,,Republic of Ireland,G,75
Aston Villa,2013-2014,2,Nathan Baker,,England,DC,71
Aston Villa,2013-2014,3,Joe Bennett,,England,DG,65
Aston Villa,2013-2014,4,Ron Vlaar,,Netherlands,DC,78
Aston Villa,2013-2014,6,Ciaran Clark,,Republic of Ireland,DC,73
Aston Villa,2013-2014,34,Matthew Lowton,,England,DD,74
Aston Villa,2013-2014,37,Enda Stevens,,Republic of Ireland,DG,45
Aston Villa,2013-2014,7,Leandro Bacuna,,Curacao,MD,66
Aston Villa,2013-2014,8,Karim El Ahmadi,,Morocco,MDC,74
Aston Villa,2013-2014,15,Ashley Westwood,,England,MC,72
Aston Villa,2013-2014,16,Fabian Delph,,England,MC|MDC,74
Aston Villa,2013-2014,17,Chris Herd,,Australia,MD,70
Aston Villa,2013-2014,18,Yacouba Sylla,,Mali,MDC,68
Aston Villa,2013-2014,36,Charles N'Zogbia,,France,AG|MG,75
Aston Villa,2013-2014,40,Stephen Ireland,,Republic of Ireland,MOC|MC,75
Aston Villa,2013-2014,41,Alan Hutton,,Scotland,DD|MD,71
Aston Villa,2013-2014,42,Barry Bannan,,Scotland,MOC,70
Aston Villa,2013-2014,22,Gary Gardner,,England,MC,68
Aston Villa,2013-2014,9,Nicklas Helenius,,Denmark,BU,45
Aston Villa,2013-2014,10,Andreas Weimann,,Austria,BU,73
Aston Villa,2013-2014,11,Gabriel Agbonlahor,,England,AG|BU,73
Aston Villa,2013-2014,20,Christian Benteke,,Belgium,BU,81
Aston Villa,2013-2014,21,Jordan Bowery,,England,BU,61
Aston Villa,2013-2014,24,Aleksandar Tonev,,Bulgaria,AG|MG,48
Aston Villa,2013-2014,38,Nathan Delfouneso,,England,BU|AG,45
Aston Villa,2013-2014,39,Darren Bent,,England,BU,60
Aston Villa,2014-2015,1,Brad Guzan,,United States,G,78
Aston Villa,2014-2015,13,Jed Steer,,England,G,62
Aston Villa,2014-2015,31,Shay Given,,Republic of Ireland,G,74
Aston Villa,2014-2015,2,Nathan Baker,,England,DC,71
Aston Villa,2014-2015,3,Joe Bennett,,England,DG,66
Aston Villa,2014-2015,4,Ron Vlaar,,Netherlands,DC,79
Aston Villa,2014-2015,5,Jores Okore,,Denmark,DC|DD,75
Aston Villa,2014-2015,6,Ciaran Clark,,Republic of Ireland,DC,74
Aston Villa,2014-2015,14,Philippe Senderos,,Switzerland,DC,55
Aston Villa,2014-2015,21,Alan Hutton,,Scotland,DD|MD,72
Aston Villa,2014-2015,23,Aly Cissokho,,France,DG,73
Aston Villa,2014-2015,34,Matthew Lowton,,England,DD,73
Aston Villa,2014-2015,35,Enda Stevens,,Republic of Ireland,DG,62
Aston Villa,2014-2015,7,Leandro Bacuna,,Curacao,MD,71
Aston Villa,2014-2015,8,Tom Cleverley,,England,MC|MOC,65
Aston Villa,2014-2015,9,Scott Sinclair,,England,AG|MG,72
Aston Villa,2014-2015,12,Joe Cole,,England,MOC|MG,55
Aston Villa,2014-2015,15,Ashley Westwood,,England,MC,72
Aston Villa,2014-2015,16,Fabian Delph,,England,MC|MDC,76
Aston Villa,2014-2015,17,Chris Herd,,Australia,MD,68
Aston Villa,2014-2015,18,Kieran Richardson,,England,MG,73
Aston Villa,2014-2015,22,Gary Gardner,,England,MC,68
Aston Villa,2014-2015,24,Carlos Sánchez,,Colombia,MDC|MC,76
Aston Villa,2014-2015,25,Carles Gil,,Spain,MOC,74
Aston Villa,2014-2015,28,Charles N'Zogbia,,France,AG|MG,75
Aston Villa,2014-2015,40,Jack Grealish,,England,MOC|AG,71
Aston Villa,2014-2015,10,Andreas Weimann,,Austria,BU,73
Aston Villa,2014-2015,11,Gabriel Agbonlahor,,England,AG|BU,73
Aston Villa,2014-2015,19,Darren Bent,,England,BU,74
Aston Villa,2014-2015,20,Christian Benteke,,Belgium,BU,81
Aston Villa,2014-2015,27,Libor Kozák,,Czechia,BU,73
Aston Villa,2015-2016,1,Brad Guzan,,United States,G,76
Aston Villa,2015-2016,13,Jed Steer,,England,G,64
Aston Villa,2015-2016,31,Mark Bunn,,England,G,73
Aston Villa,2015-2016,3,Joe Bennett,,England,DG,68
Aston Villa,2015-2016,4,Micah Richards,,England,DD|DC,77
Aston Villa,2015-2016,5,Jores Okore,,Denmark,DC|DD,77
Aston Villa,2015-2016,6,Ciaran Clark,,Republic of Ireland,DC,76
Aston Villa,2015-2016,16,Joleon Lescott,,England,DC,58
Aston Villa,2015-2016,21,Alan Hutton,,Scotland,DD|MD,73
Aston Villa,2015-2016,23,Jordan Amavi,,France,DG,75
Aston Villa,2015-2016,32,Janoi Donacien,,Saint Lucia,DD,40
Aston Villa,2015-2016,43,Aly Cissokho,,France,DG,73
Aston Villa,2015-2016,7,Leandro Bacuna,,Curacao,MD,72
Aston Villa,2015-2016,8,Idrissa Gueye,,Senegal,MDC|MC,68
Aston Villa,2015-2016,9,Scott Sinclair,,England,AG|MG,75
Aston Villa,2015-2016,15,Ashley Westwood,,England,MC,74
Aston Villa,2015-2016,17,Jordan Veretout,,France,MC|MDC,58
Aston Villa,2015-2016,18,Kieran Richardson,,England,MG,73
Aston Villa,2015-2016,20,Adama Traoré,,Spain,AD|AG,50
Aston Villa,2015-2016,22,Gary Gardner,,England,MC,67
Aston Villa,2015-2016,24,Carlos Sánchez,,Colombia,MDC|MC,76
Aston Villa,2015-2016,25,Carles Gil,,Spain,MOC,74
Aston Villa,2015-2016,28,Charles N'Zogbia,,France,AG|MG,73
Aston Villa,2015-2016,40,Jack Grealish,,England,MOC|AG,71
Aston Villa,2015-2016,11,Gabriel Agbonlahor,,England,AG|BU,74
Aston Villa,2015-2016,19,Jordan Ayew,,Ghana,BU|AG,76
Aston Villa,2015-2016,27,Libor Kozák,,Czechia,BU,74
Aston Villa,2015-2016,37,Callum Robinson,,England,AG,40
Aston Villa,2015-2016,39,Rudy Gestede,,Benin,BU,60
Aston Villa,2016-2017,1,Pierluigi Gollini,,Italy,G,62
Aston Villa,2016-2017,13,Jed Steer,,England,G,65
Aston Villa,2016-2017,31,Mark Bunn,,England,G,72
Aston Villa,2016-2017,34,Sam Johnstone,,England,G,70
Aston Villa,2016-2017,2,Nathan Baker,,England,DC,71
Aston Villa,2016-2017,3,Neil Taylor,,Wales,DG,75
Aston Villa,2016-2017,4,Micah Richards,,England,DD|DC,74
Aston Villa,2016-2017,6,Tommy Elphick,,England,DC,72
Aston Villa,2016-2017,12,James Chester,,Wales,DC,75
Aston Villa,2016-2017,21,Alan Hutton,,Scotland,DD|MD,72
Aston Villa,2016-2017,23,Jordan Amavi,,France,DG,74
Aston Villa,2016-2017,27,Ritchie De Laet,,Belgium,DD,55
Aston Villa,2016-2017,28,Aly Cissokho,,France,DG,72
Aston Villa,2016-2017,5,Henri Lansbury,,England,MC,73
Aston Villa,2016-2017,7,Leandro Bacuna,,Curacao,MD,73
Aston Villa,2016-2017,8,Aaron Tshibola,,England,MDC,42
Aston Villa,2016-2017,14,Conor Hourihane,,Republic of Ireland,MC|MG,73
Aston Villa,2016-2017,16,James Bree,,England,MD,64
Aston Villa,2016-2017,20,Birkir Bjarnason,,Iceland,MG,74
Aston Villa,2016-2017,22,Gary Gardner,,England,MC,70
Aston Villa,2016-2017,25,Mile Jedinak,,Australia,MDC|MC,75
Aston Villa,2016-2017,40,Jack Grealish,,England,MOC|AG,72
Aston Villa,2016-2017,9,Scott Hogan,,England,BU,71
Aston Villa,2016-2017,10,Jordan Ayew,,Ghana,BU|AG,76
Aston Villa,2016-2017,11,Gabriel Agbonlahor,,England,AG|BU,69
Aston Villa,2016-2017,19,Andre Green,,England,AG,65
Aston Villa,2016-2017,26,Jonathan Kodjia,,Ivory Coast,BU,76
Aston Villa,2016-2017,37,Albert Adomah,,Ghana,AD|MD,75
Aston Villa,2016-2017,39,Keinan Davis,,England,BU,54
Aston Villa,2017-2018,1,Sam Johnstone,,England,G,74
Aston Villa,2017-2018,13,Jed Steer,,England,G,65
Aston Villa,2017-2018,31,Mark Bunn,,England,G,71
Aston Villa,2017-2018,3,Neil Taylor,,Wales,DG,71
Aston Villa,2017-2018,4,Christopher Samba,,Congo DR,DC,55
Aston Villa,2017-2018,5,James Chester,,Wales,DC,75
Aston Villa,2017-2018,16,James Bree,,England,MD,64
Aston Villa,2017-2018,17,Micah Richards,,England,DD|DC,71
Aston Villa,2017-2018,21,Alan Hutton,,Scotland,DD|MD,71
Aston Villa,2017-2018,26,John Terry,,England,DC,68
Aston Villa,2017-2018,27,Ahmed Elmohamady,,Egypt,DD,72
Aston Villa,2017-2018,28,Axel Tuanzebe,,England,DC,73
Aston Villa,2017-2018,6,Glenn Whelan,,Republic of Ireland,MDC,72
Aston Villa,2017-2018,7,Robert Snodgrass,,Scotland,MD|MG,68
Aston Villa,2017-2018,8,Henri Lansbury,,England,MC,72
Aston Villa,2017-2018,10,Jack Grealish,,England,MOC|AG,74
Aston Villa,2017-2018,14,Conor Hourihane,,Republic of Ireland,MC|MG,74
Aston Villa,2017-2018,15,Mile Jedinak,,Australia,MDC|MC,73
Aston Villa,2017-2018,18,Josh Onomah,,England,MOC,45
Aston Villa,2017-2018,19,Andre Green,,England,AG,68
Aston Villa,2017-2018,20,Birkir Bjarnason,,Iceland,MG,71
Aston Villa,2017-2018,37,Albert Adomah,,Ghana,AD|MD,75
Aston Villa,2017-2018,9,Scott Hogan,,England,BU,71
Aston Villa,2017-2018,11,Gabriel Agbonlahor,,England,AG|BU,69
Aston Villa,2017-2018,22,Jonathan Kodjia,,Ivory Coast,BU,75
Aston Villa,2017-2018,39,Keinan Davis,,England,BU,64
Aston Villa,2017-2018,45,Lewis Grabban,,England,BU,55
Aston Villa,2018-2019,1,Ørjan Nyland,,Norway,G,72
Aston Villa,2018-2019,12,Jed Steer,,England,G,67
Aston Villa,2018-2019,28,Lovre Kalinić,,Croatia,G,75
Aston Villa,2018-2019,31,Mark Bunn,,England,G,69
Aston Villa,2018-2019,3,Neil Taylor,,Wales,DG,70
Aston Villa,2018-2019,4,Axel Tuanzebe,,England,DC,72
Aston Villa,2018-2019,5,James Chester,,Wales,DC,74
Aston Villa,2018-2019,21,Alan Hutton,,Scotland,DD|MD,69
Aston Villa,2018-2019,24,Tommy Elphick,,England,DC,71
Aston Villa,2018-2019,27,Ahmed Elmohamady,,Egypt,DD,70
Aston Villa,2018-2019,30,Kortney Hause,,England,DC|DG,68
Aston Villa,2018-2019,40,Tyrone Mings,,England,DC,71
Aston Villa,2018-2019,6,Glenn Whelan,,Republic of Ireland,MDC,69
Aston Villa,2018-2019,7,John McGinn,,Scotland,MC|MOC,74
Aston Villa,2018-2019,8,Henri Lansbury,,England,MC,70
Aston Villa,2018-2019,10,Jack Grealish,,England,MOC|AG,76
Aston Villa,2018-2019,14,Conor Hourihane,,Republic of Ireland,MC|MG,74
Aston Villa,2018-2019,15,Mile Jedinak,,Australia,MDC|MC,71
Aston Villa,2018-2019,19,Andre Green,,England,AG,68
Aston Villa,2018-2019,20,Birkir Bjarnason,,Iceland,MG,69
Aston Villa,2018-2019,37,Albert Adomah,,Ghana,AD|MD,72
Aston Villa,2018-2019,41,Jacob Ramsey,,England,MC|MOC,54
Aston Villa,2018-2019,17,Keinan Davis,,England,BU,65
Aston Villa,2018-2019,18,Tammy Abraham,,England,BU,75
Aston Villa,2018-2019,22,Anwar El Ghazi,,Netherlands,AG|AD,74
Aston Villa,2018-2019,26,Jonathan Kodjia,,Ivory Coast,BU,73
Aston Villa,2019-2020,1,Tom Heaton,,England,G,78
Aston Villa,2019-2020,12,Jed Steer,,England,G,70
Aston Villa,2019-2020,25,Ørjan Nyland,,Norway,G,72
Aston Villa,2019-2020,29,Pepe Reina,,Spain,G,62
Aston Villa,2019-2020,31,Matija Sarkic,,Montenegro,G,40
Aston Villa,2019-2020,3,Neil Taylor,,Wales,DG,70
Aston Villa,2019-2020,15,Ezri Konsa,,England,DC|DD,71
Aston Villa,2019-2020,18,Matt Targett,,England,DG|MG,75
Aston Villa,2019-2020,22,Björn Engels,,Belgium,DC,75
Aston Villa,2019-2020,24,Frédéric Guilbert,,France,DD|MD,76
Aston Villa,2019-2020,27,Ahmed Elmohamady,,Egypt,DD,70
