Club,Saison,Numero,Joueur,Nom d'usage,Nationalite,Postes,Note
Atlético Madrid,2014-2015,6,Jorge Resurrección,Koke,Spain,MG|MD|MC|MDC,82
Atlético Madrid,2014-2015,7,Antoine Griezmann,,France,BU|AD|AG,82
Atlético Madrid,2014-2015,5,Tiago Mendes,Tiago,Portugal,MC|MDC,80
Atlético Madrid,2014-2015,19,Fernando Torres,,Spain,BU,80
Atlético Madrid,2014-2015,1,Miguel Ángel Moyá,Moyá,Spain,G,80
Atlético Madrid,2014-2015,20,Juanfran,Juanfran,Spain,DD|DC|MD,79
Atlético Madrid,2014-2015,4,Mario Suárez,,Spain,MC|MDC,79
Atlético Madrid,2014-2015,8,Raúl García,,Spain,MOC|MC|MD|MDC,79
Atlético Madrid,2014-2015,18,Jesús Gámez,,Spain,DG|DD,78
Atlético Madrid,2014-2015,21,Cristian Rodríguez,,Uruguay,MG,78
Atlético Madrid,2014-2015,12,Toby Alderweireld,,Belgium,DC,78
Atlético Madrid,2014-2015,3,Guilherme Siqueira,Guilherme,Brazil,DG|MG,77
Atlético Madrid,2014-2015,15,Cristian Ansaldi,Ansaldi,Argentina,DG|MDG|MG,77
Atlético Madrid,2014-2015,22,Emiliano Insúa,Insúa,Argentina,DG|MDG,77
Atlético Madrid,2014-2015,13,Jan Oblak,,Slovenia,G,77
Atlético Madrid,2014-2015,17,Saúl Ñíguez,Saúl,Spain,MDC|MG|MD|MC,75
Atlético Madrid,2014-2015,25,Ángel Correa,,Argentina,BU|MD,75
Atlético Madrid,2014-2015,24,José María Giménez,,Uruguay,DC,75
Atlético Madrid,2014-2015,11,Raúl Jiménez,,Mexico,BU,74
Atlético Madrid,2014-2015,34,Andrés Robles,Robles,Chile,DC,67
Atlético Madrid,2014-2015,29,Samuel Saiz,Saiz,Spain,BU,61
Atlético Madrid,2015-2016,2,Diego Godín,,Uruguay,DC,86
Atlético Madrid,2015-2016,7,Antoine Griezmann,,France,BU|AD|AG,84
Atlético Madrid,2015-2016,6,Jorge Resurrección,Koke,Spain,MD|MG|MC|MDC,83
Atlético Madrid,2015-2016,11,Jackson Martínez,,Colombia,BU,83
Atlético Madrid,2015-2016,3,Filipe Luís,,Brazil,DG|MDG|MG,82
Atlético Madrid,2015-2016,13,Jan Oblak,,Slovenia,G,82
Atlético Madrid,2015-2016,20,Juanfran,Juanfran,Spain,DD|DC|MD,81
Atlético Madrid,2015-2016,14,Gabi,Gabi,Spain,MC|MDC,81
Atlético Madrid,2015-2016,8,Raúl García,,Spain,MD|MOC|MC|MDC,81
Atlético Madrid,2015-2016,15,Stefan Savić,,Montenegro,DC,81
Atlético Madrid,2015-2016,24,José María Giménez,,Uruguay,DC,81
Atlético Madrid,2015-2016,5,Tiago Mendes,Tiago,Portugal,MC|MDC,80
Atlético Madrid,2015-2016,1,Miguel Ángel Moyá,Moyá,Spain,G,80
Atlético Madrid,2015-2016,21,Yannick Carrasco,,Belgium,MG|AG|MDG,80
Atlético Madrid,2015-2016,9,Fernando Torres,,Spain,BU,79
Atlético Madrid,2015-2016,12,Augusto Fernández,,Argentina,MC|MD|MDC,79
Atlético Madrid,2015-2016,17,Saúl Ñíguez,Saúl,Spain,MC|MG|MD|MDC,79
Atlético Madrid,2015-2016,18,Jesús Gámez,,Spain,DD|DG,78
Atlético Madrid,2015-2016,4,Guilherme Siqueira,Guilherme,Brazil,DG|MG,78
Atlético Madrid,2015-2016,23,Luciano Vietto,,Argentina,BU|MOC|AG|MG,78
Atlético Madrid,2015-2016,10,Óliver Torres,Óliver,Spain,MC|MOC,78
Atlético Madrid,2015-2016,16,Ángel Correa,,Argentina,BU|MD,77
Atlético Madrid,2015-2016,22,Thomas Partey,,Ghana,MDC|MC,74
Atlético Madrid,2015-2016,19,Lucas Hernández,,France,DC|DG,74
Atlético Madrid,2016-2017,2,Diego Godín,,Uruguay,DC,88
Atlético Madrid,2016-2017,7,Antoine Griezmann,,France,BU|AD|AG,88
Atlético Madrid,2016-2017,13,Jan Oblak,,Slovenia,G,87
Atlético Madrid,2016-2017,3,Filipe Luís,,Brazil,DG|MDG|MG,85
Atlético Madrid,2016-2017,23,Nicolás Gaitán,,Argentina,MG|MOC|MD,84
Atlético Madrid,2016-2017,6,Jorge Resurrección,Koke,Spain,MD|MG|MC|MDC,84
Atlético Madrid,2016-2017,10,Yannick Carrasco,,Belgium,MG|AG|MDG,84
Atlético Madrid,2016-2017,20,Juanfran,Juanfran,Spain,DD|DC|MD,83
Atlético Madrid,2016-2017,21,Kevin Gameiro,,France,BU|MOC,83
Atlético Madrid,2016-2017,24,José María Giménez,,Uruguay,DC,83
Atlético Madrid,2016-2017,14,Gabi,Gabi,Spain,MC|MDC,82
Atlético Madrid,2016-2017,15,Stefan Savić,,Montenegro,DC,82
Atlético Madrid,2016-2017,5,Tiago Mendes,Tiago,Portugal,MC|MDC,81
Atlético Madrid,2016-2017,9,Fernando Torres,,Spain,BU,81
Atlético Madrid,2016-2017,1,Miguel Ángel Moyá,Moyá,Spain,G,81
Atlético Madrid,2016-2017,12,Augusto Fernández,,Argentina,MC|MD|MDC,81
Atlético Madrid,2016-2017,8,Saúl Ñíguez,Saúl,Spain,MC|MG|MD|MDC,80
Atlético Madrid,2016-2017,16,Šime Vrsaljko,,Croatia,DD|MD,79
Atlético Madrid,2016-2017,17,Óliver Torres,Óliver,Spain,MC|MOC,79
Atlético Madrid,2016-2017,11,Ángel Correa,,Argentina,BU|MD,79
Atlético Madrid,2016-2017,22,Thomas Partey,,Ghana,MDC|MC,76
Atlético Madrid,2016-2017,4,Javier Manquillo,,Spain,DD|DC,76
Atlético Madrid,2016-2017,19,Lucas Hernández,,France,DC|DG,76
Atlético Madrid,2016-2017,18,Diogo Teixeira da Silva,Diogo Jota,Portugal,BU|AG,76
Atlético Madrid,2017-2018,13,Jan Oblak,,Slovenia,G,89
Atlético Madrid,2017-2018,2,Diego Godín,,Uruguay,DC,88
Atlético Madrid,2017-2018,7,Antoine Griezmann,,France,BU|AD|AG,88
Atlético Madrid,2017-2018,3,Filipe Luís,,Brazil,DG|MDG|MG,86
Atlético Madrid,2017-2018,18,Diego Costa,,Spain,BU|MOC,85
Atlético Madrid,2017-2018,6,Jorge Resurrección,Koke,Spain,MG|MD|MC|MDC,85
Atlético Madrid,2017-2018,10,Yannick Carrasco,,Belgium,MG|AG|MDG,85
Atlético Madrid,2017-2018,8,Saúl Ñíguez,Saúl,Spain,MC|MG|MD|MDC,84
Atlético Madrid,2017-2018,23,Vitolo,Vitolo,Spain,MG|MD|BU,83
Atlético Madrid,2017-2018,24,José María Giménez,,Uruguay,DC,83
Atlético Madrid,2017-2018,20,Juanfran,Juanfran,Spain,DD|DC|MD,82
Atlético Madrid,2017-2018,21,Kevin Gameiro,,France,BU|MOC,82
Atlético Madrid,2017-2018,22,Nicolás Gaitán,,Argentina,MG|MOC|MD,82
Atlético Madrid,2017-2018,15,Stefan Savić,,Montenegro,DC,82
Atlético Madrid,2017-2018,14,Gabi,Gabi,Spain,MC|MDC,81
Atlético Madrid,2017-2018,9,Fernando Torres,,Spain,BU,80
Atlético Madrid,2017-2018,1,Miguel Ángel Moyá,Moyá,Spain,G,80
Atlético Madrid,2017-2018,16,Šime Vrsaljko,,Croatia,DD|MD,80
Atlético Madrid,2017-2018,5,Thomas Partey,,Ghana,MDC|MC,80
Atlético Madrid,2017-2018,11,Ángel Correa,,Argentina,MD|BU,80
