Club,Saison,Numero,Joueur,Nom d'usage,Nationalite,Postes,Note
AC Milan,2006-2007,27,Sérgio Cláudio dos Santos,Serginho,Brazil,MG,81
AC Milan,2006-2007,18,Marek Jankulovski,,Czechia,DG|MG|AG,80
AC Milan,2006-2007,20,Clarence Seedorf,,Netherlands,MC|MOC|MG|MD,79
AC Milan,2006-2007,23,Massimo Ambrosini,,Italy,MDC|MC,79
AC Milan,2006-2007,5,Alessandro Costacurta,,Italy,DC,77
AC Milan,2006-2007,32,Cristian Brocchi,,Italy,MC|MDC|MD,76
AC Milan,2006-2007,19,Giuseppe Favalli,,Italy,DG|DC,76
AC Milan,2006-2007,14,Johann Vogel,,Switzerland,MDC|MC,73
AC Milan,2006-2007,15,Marco Borriello,,Italy,BU,70
AC Milan,2006-2007,16,Zeljko Kalac,,Australia,G,70
AC Milan,2007-2008,13,Alessandro Nesta,,Italy,DC,90
AC Milan,2007-2008,22,Ricardo Izecson dos Santos Leite,Kaká,Brazil,MOC|MC,90
AC Milan,2007-2008,21,Andrea Pirlo,,Italy,MDC|MC|MOC,88
AC Milan,2007-2008,11,Alberto Gilardino,,Italy,BU,85
AC Milan,2007-2008,4,Kakhaber Kaladze,,Georgia,DG|DC|MG,85
AC Milan,2007-2008,99,Ronaldo Luís Nazário de Lima,Ronaldo,Brazil,BU,84
AC Milan,2007-2008,25,Daniele Bonera,,Italy,DC|DD,83
AC Milan,2007-2008,2,Marcos Evangelista de Moraes,Cafu,Brazil,DD|MD,83
AC Milan,2007-2008,1,Nelson de Jesus Silva,Dida,Brazil,G,83
AC Milan,2007-2008,3,Paolo Maldini,,Italy,DG|DC,82
AC Milan,2007-2008,38,Alexandre Rodrigues da Silva,Pato,Brazil,BU|AG|MD|MG,81
AC Milan,2007-2008,5,Emerson Ferreira da Rosa,Emerson,Brazil,MDC|MC,81
AC Milan,2007-2008,9,Filippo Inzaghi,,Italy,BU,81
AC Milan,2007-2008,8,Gennaro Gattuso,,Italy,MDC|MC|MD,81
AC Milan,2007-2008,27,Sérgio Cláudio dos Santos,Serginho,Brazil,MG,81
AC Milan,2007-2008,18,Marek Jankulovski,,Czechia,DG|MG|AG,80
AC Milan,2007-2008,10,Clarence Seedorf,,Netherlands,MC|MOC|MG|MD,79
AC Milan,2007-2008,23,Massimo Ambrosini,,Italy,MDC|MC,79
AC Milan,2007-2008,44,Massimo Oddo,,Italy,DD|MD|DC,79
AC Milan,2007-2008,19,Giuseppe Favalli,,Italy,DG|DC,73
AC Milan,2008-2009,22,Ricardo Izecson dos Santos Leite,Kaká,Brazil,MOC|MC,90
AC Milan,2008-2009,21,Andrea Pirlo,,Italy,MDC|MC|MOC,87
AC Milan,2008-2009,10,Clarence Seedorf,,Netherlands,MC|MOC|MG|MD,83
AC Milan,2008-2009,15,Gianluca Zambrotta,,Italy,DD|DG|MD|MG,83
AC Milan,2008-2009,23,Massimo Ambrosini,,Italy,MDC|MC,83
AC Milan,2008-2009,8,Gennaro Gattuso,,Italy,MDC|MC|MD,82
AC Milan,2008-2009,84,Mathieu Flamini,,France,MDC|MC,82
AC Milan,2008-2009,4,Kakhaber Kaladze,,Georgia,DG|DC|MG,81
AC Milan,2008-2009,76,Andriy Shevchenko,,Ukraine,BU|AG|AD,80
AC Milan,2008-2009,25,Daniele Bonera,,Italy,DC|DD,80
AC Milan,2008-2009,9,Filippo Inzaghi,,Italy,BU,80
AC Milan,2008-2009,11,Marco Borriello,,Italy,BU,80
AC Milan,2008-2009,18,Marek Jankulovski,,Czechia,DG|MG|AG,80
AC Milan,2008-2009,7,Alexandre Rodrigues da Silva,Pato,Brazil,BU|AG|MD|MG,79
AC Milan,2008-2009,12,Christian Abbiati,,Italy,G,79
AC Milan,2008-2009,5,Emerson Ferreira da Rosa,Emerson,Brazil,MDC|MC,77
AC Milan,2008-2009,3,Paolo Maldini,,Italy,DG|DC,77
AC Milan,2008-2009,1,Nelson de Jesus Silva,Dida,Brazil,G,76
AC Milan,2008-2009,19,Giuseppe Favalli,,Italy,DG|DC,75
AC Milan,2008-2009,24,Philippe Senderos,,Switzerland,DC,75
AC Milan,2009-2010,21,Andrea Pirlo,,Italy,MDC|MC|MOC,85
AC Milan,2009-2010,13,Alessandro Nesta,,Italy,DC,84
AC Milan,2009-2010,7,Alexandre Rodrigues da Silva,Pato,Brazil,BU|AG|MD|MG,84
AC Milan,2009-2010,80,Ronaldo de Assis Moreira,Ronaldinho,Brazil,AG|MOC|BU|MG,84
AC Milan,2009-2010,8,Gennaro Gattuso,,Italy,MDC|MC|MD,83
AC Milan,2009-2010,12,Christian Abbiati,,Italy,G,82
AC Milan,2009-2010,11,Klaas-Jan Huntelaar,,Netherlands,BU,82
AC Milan,2009-2010,23,Massimo Ambrosini,,Italy,MDC|MC,82
AC Milan,2009-2010,10,Clarence Seedorf,,Netherlands,MC|MOC|MG|MD,81
AC Milan,2009-2010,15,Gianluca Zambrotta,,Italy,DD|DG|MD|MG,81
AC Milan,2009-2010,25,Daniele Bonera,,Italy,DC|DD,80
AC Milan,2009-2010,22,Marco Borriello,,Italy,BU,80
AC Milan,2009-2010,16,Mathieu Flamini,,France,MDC|MC,79
AC Milan,2009-2010,33,Thiago Emiliano da Silva,Thiago Silva,Brazil,DC,79
AC Milan,2009-2010,9,Filippo Inzaghi,,Italy,BU,78
AC Milan,2009-2010,4,Kakhaber Kaladze,,Georgia,DG|DC|MG,77
AC Milan,2009-2010,18,Marek Jankulovski,,Czechia,DG|MG|AG,77
AC Milan,2009-2010,5,Oguchi Onyewu,,United States,DC,77
AC Milan,2009-2010,19,Giuseppe Favalli,,Italy,DG|DC,76
AC Milan,2009-2010,20,Ignazio Abate,,Italy,DD|MD,76
AC Milan,2009-2010,1,Nelson de Jesus Silva,Dida,Brazil,G,74
AC Milan,2009-2010,77,Luca Antonini,,Italy,DG|MG|DC|DD|MOC,73
AC Milan,2010-2011,11,Zlatan Ibrahimović,,Sweden,BU,85
AC Milan,2010-2011,13,Alessandro Nesta,,Italy,DC,84
AC Milan,2010-2011,7,Alexandre Rodrigues da Silva,Pato,Brazil,BU|AG|MD|MG,83
AC Milan,2010-2011,80,Ronaldo de Assis Moreira,Ronaldinho,Brazil,AG|MOC|BU|MG,83
AC Milan,2010-2011,33,Thiago Emiliano da Silva,Thiago Silva,Brazil,DC,83
AC Milan,2010-2011,21,Andrea Pirlo,,Italy,MDC|MC|MOC,82
AC Milan,2010-2011,70,Robson de Souza,Robinho,Brazil,AG|AD|BU|MG|MOC,81
AC Milan,2010-2011,10,Clarence Seedorf,,Netherlands,MC|MOC|MG|MD,80
AC Milan,2010-2011,23,Massimo Ambrosini,,Italy,MDC|MC,80
AC Milan,2010-2011,32,Christian Abbiati,,Italy,G,79
AC Milan,2010-2011,16,Mathieu Flamini,,France,MDC|MC,79
AC Milan,2010-2011,25,Daniele Bonera,,Italy,DC|DD,78
AC Milan,2010-2011,27,Kevin-Prince Boateng,,Ghana,MC|MOC|MDC|BU,78
AC Milan,2010-2011,77,Luca Antonini,,Italy,DG|MG|DC|DD|MOC,77
AC Milan,2010-2011,1,Marco Amelia,,Italy,G,77
AC Milan,2010-2011,76,Mario Alberto Yepes Díaz,Mario Yepes,Colombia,DC,77
AC Milan,2010-2011,8,Gennaro Gattuso,,Italy,MDC|MC|MD,76
AC Milan,2010-2011,19,Gianluca Zambrotta,,Italy,DD|DG|MD|MG,76
AC Milan,2010-2011,20,Ignazio Abate,,Italy,DD|MD,76
AC Milan,2010-2011,9,Filippo Inzaghi,,Italy,BU,75
AC Milan,2010-2011,5,Oguchi Onyewu,,United States,DC,75
AC Milan,2010-2011,18,Marek Jankulovski,,Czechia,DG|MG|AG,74
AC Milan,2010-2011,17,Massimo Oddo,,Italy,DD|MD|DC,73
AC Milan,2011-2012,11,Zlatan Ibrahimović,,Sweden,BU,88
AC Milan,2011-2012,33,Thiago Emiliano da Silva,Thiago Silva,Brazil,DC,87
AC Milan,2011-2012,13,Alessandro Nesta,,Italy,DC,84
AC Milan,2011-2012,7,Alexandre Rodrigues da Silva,Pato,Brazil,BU|AG|MD|MG,84
AC Milan,2011-2012,99,Antonio Cassano,,Italy,MOC|BU,84
AC Milan,2011-2012,27,Kevin-Prince Boateng,,Ghana,MC|MOC|MDC|BU,83
AC Milan,2011-2012,4,Mark van Bommel,,Netherlands,MDC|MC,82
AC Milan,2011-2012,32,Christian Abbiati,,Italy,G,81
AC Milan,2011-2012,20,Ignazio Abate,,Italy,DD|MD,81
AC Milan,2011-2012,5,Philippe Mexès,,France,DC,81
AC Milan,2011-2012,18,Alberto Aquilani,,Italy,MC|MOC|MDC,80
AC Milan,2011-2012,22,Antonio Nocerino,,Italy,MC|MDC,80
AC Milan,2011-2012,10,Clarence Seedorf,,Netherlands,MC|MOC|MG|MD,80
AC Milan,2011-2012,23,Massimo Ambrosini,,Italy,MDC|MC,79
AC Milan,2011-2012,21,Maxi López,,Argentina,BU,78
AC Milan,2011-2012,25,Daniele Bonera,,Italy,DC|DD,77
AC Milan,2011-2012,8,Gennaro Gattuso,,Italy,MDC|MC|MD,77
AC Milan,2011-2012,77,Luca Antonini,,Italy,DG|MG|DC|DD|MOC,77
AC Milan,2011-2012,1,Marco Amelia,,Italy,G,77
AC Milan,2011-2012,76,Mario Alberto Yepes Díaz,Mario Yepes,Colombia,DC,77
AC Milan,2011-2012,16,Mathieu Flamini,,France,MDC|MC,77
AC Milan,2011-2012,14,Sulley Muntari,,Ghana,MDC|MC|MD|MG,77
AC Milan,2011-2012,2,Taye Taiwo,,Nigeria,DG|MG,77
AC Milan,2011-2012,19,Gianluca Zambrotta,,Italy,DD|DG|MD|MG,76
AC Milan,2011-2012,92,Stephan El Shaarawy,,Italy,AG|AD|BU|MG|MOC,75
AC Milan,2011-2012,9,Filippo Inzaghi,,Italy,BU,73
AC Milan,2012-2013,18,Riccardo Montolivo,,Italy,MDC|MC|MOC,85
AC Milan,2012-2013,10,Kevin-Prince Boateng,,Ghana,MC|MOC|MDC|BU,83
AC Milan,2012-2013,45,Mario Balotelli,,Italy,BU|AG,83
AC Milan,2012-2013,11,Giampaolo Pazzini,,Italy,BU,82
AC Milan,2012-2013,92,Stephan El Shaarawy,,Italy,AG|AD|BU|MG|MOC,82
AC Milan,2012-2013,32,Christian Abbiati,,Italy,G,81
AC Milan,2012-2013,5,Philippe Mexès,,France,DC,81
AC Milan,2012-2013,9,Alexandre Rodrigues da Silva,Pato,Brazil,BU|AG|MD|MG,80
AC Milan,2012-2013,28,Urby Emanuelson,,Netherlands,MG|MDC|DG|AG|MOC|MC,80
AC Milan,2012-2013,8,Antonio Nocerino,,Italy,MC|MDC,79
AC Milan,2012-2013,17,Cristian Zapata,,Colombia,DC,79
AC Milan,2012-2013,20,Ignazio Abate,,Italy,DD|MD,79
AC Milan,2012-2013,76,Mario Alberto Yepes Díaz,Mario Yepes,Colombia,DC,79
AC Milan,2012-2013,7,Robson de Souza,Robinho,Brazil,AG|AD|BU|MG|MOC,79
AC Milan,2012-2013,22,Bojan Krkić,,Spain,AG|BU|AD|MOC,78
AC Milan,2012-2013,25,Daniele Bonera,,Italy,DC|DD,78
AC Milan,2012-2013,21,Kévin Constant,,Guinea,DG|MOC|MDC|MC|AG,78
AC Milan,2012-2013,19,M'Baye Niang,,France,AD|AG|BU,77
AC Milan,2012-2013,23,Massimo Ambrosini,,Italy,MDC|MC,77
AC Milan,2012-2013,2,Mattia De Sciglio,,Italy,DD|DG|DC,77
AC Milan,2012-2013,4,Sulley Muntari,,Ghana,MDC|MC|MD|MG,77
AC Milan,2012-2013,16,Mathieu Flamini,,France,MDC|MC,76
AC Milan,2012-2013,13,Francesco Acerbi,,Italy,DC,75
AC Milan,2012-2013,1,Marco Amelia,,Italy,G,75
AC Milan,2013-2014,45,Mario Balotelli,,Italy,BU|AG,83
AC Milan,2013-2014,22,Ricardo Izecson dos Santos Leite,Kaká,Brazil,MOC|MC,83
AC Milan,2013-2014,18,Riccardo Montolivo,,Italy,MDC|MC|MOC,80
AC Milan,2013-2014,92,Stephan El Shaarawy,,Italy,AG|AD|BU|MG|MOC,80
AC Milan,2013-2014,10,Keisuke Honda,,Japan,MOC|AD|MD|MC,79
AC Milan,2013-2014,17,Cristian Zapata,,Colombia,DC,78
AC Milan,2013-2014,11,Giampaolo Pazzini,,Italy,BU,78
AC Milan,2013-2014,34,Nigel de Jong,,Netherlands,MDC|DD|MC,78
AC Milan,2013-2014,5,Philippe Mexès,,France,DC,78
AC Milan,2013-2014,16,Andrea Poli,,Italy,MC|MOC|MDC,77
AC Milan,2013-2014,20,Ignazio Abate,,Italy,DD|MD,77
AC Milan,2013-2014,2,Mattia De Sciglio,,Italy,DD|DG|DC,77
AC Milan,2013-2014,25,Daniele Bonera,,Italy,DC|DD,76
AC Milan,2013-2014,15,Michael Essien,,Ghana,MDC|MC|MD,76
AC Milan,2013-2014,7,Robson de Souza,Robinho,Brazil,AG|AD|BU|MG|MOC,76
AC Milan,2013-2014,4,Sulley Muntari,,Ghana,MDC|MC|MD|MG,76
AC Milan,2013-2014,9,Alessandro Matri,,Italy,BU,75
AC Milan,2013-2014,23,Antonio Nocerino,,Italy,MC|MDC,75
AC Milan,2013-2014,28,Urby Emanuelson,,Netherlands,MG|MDC|DG|AG|MOC|MC,74
AC Milan,2013-2014,14,Valter Birsa,,Slovenia,MD,74
AC Milan,2013-2014,21,Kévin Constant,,Guinea,DG|MOC|MDC|MC|AG,73
AC Milan,2013-2014,1,Marco Amelia,,Italy,G,73
AC Milan,2014-2015,23,Diego López Rodríguez,Diego López,Spain,G,81
AC Milan,2014-2015,33,Alex Rodrigo Dias da Costa,Alex,Brazil,DC,80
AC Milan,2014-2015,34,Nigel de Jong,,Netherlands,MDC|DD|MC,79
AC Milan,2014-2015,22,Alessio Cerci,,Italy,AD|BU|MG|MD,78
AC Milan,2014-2015,7,Jérémy Ménez,,France,AG|MOC|BU,78
AC Milan,2014-2015,18,Riccardo Montolivo,,Italy,MDC|MC|MOC,78
AC Milan,2014-2015,92,Stephan El Shaarawy,,Italy,AG|AD|BU|MG|MOC,78
AC Milan,2014-2015,13,Adil Rami,,France,DC,77
AC Milan,2014-2015,29,Gabriel Paletta,,Argentina,DC,77
AC Milan,2014-2015,28,Giacomo Bonaventura,,Italy,MC|MOC|AG|MG,77
AC Milan,2014-2015,10,Keisuke Honda,,Japan,MOC|AD|MD|MC,77
AC Milan,2014-2015,9,Mattia Destro,,Italy,BU,77
AC Milan,2014-2015,17,Cristian Zapata,,Colombia,DC,76
AC Milan,2014-2015,5,Philippe Mexès,,France,DC,76
AC Milan,2014-2015,16,Andrea Poli,,Italy,MC|MOC|MDC,75
AC Milan,2014-2015,11,Giampaolo Pazzini,,Italy,BU,75
AC Milan,2014-2015,20,Ignazio Abate,,Italy,DD|MD,75
AC Milan,2014-2015,1,Michael Agazzi,,Italy,G,75
AC Milan,2014-2015,8,Jesús Joaquín Fernández Sáez,Suso,Spain,AD|MD|MOC,74
AC Milan,2014-2015,19,Salvatore Bocchetti,,Italy,DC,74
AC Milan,2014-2015,2,Mattia De Sciglio,,Italy,DD|DG|DC,73
AC Milan,2014-2015,15,Michael Essien,,Ghana,MDC|MC|MD,73
AC Milan,2014-2015,4,Sulley Muntari,,Ghana,MDC|MC|MD|MG,73
AC Milan,2015-2016,70,Carlos Bacca,,Colombia,BU,82
AC Milan,2015-2016,7,Jérémy Ménez,,France,AG|MOC|BU,81
AC Milan,2015-2016,28,Giacomo Bonaventura,,Italy,MC|MOC|AG|MG,80
AC Milan,2015-2016,33,Alex Rodrigo Dias da Costa,Alex,Brazil,DC,79
AC Milan,2015-2016,1,Diego López Rodríguez,Diego López,Spain,G,79
AC Milan,2015-2016,9,Luiz Adriano Souza da Silva,Luiz Adriano,Brazil,BU,79
AC Milan,2015-2016,45,Mario Balotelli,,Italy,BU|AG,79
AC Milan,2015-2016,18,Riccardo Montolivo,,Italy,MDC|MC|MOC,79
AC Milan,2015-2016,11,Alessio Cerci,,Italy,AD|BU|MG|MD,77
AC Milan,2015-2016,20,Ignazio Abate,,Italy,DD|MD,77
AC Milan,2015-2016,27,Juraj Kucka,,Slovakia,MC|MDC,77
AC Milan,2015-2016,10,Keisuke Honda,,Japan,MOC|AD|MD|MC,77
AC Milan,2015-2016,72,Kevin-Prince Boateng,,Ghana,MC|MOC|MDC|BU,77
AC Milan,2015-2016,31,Luca Antonelli,,Italy,DG,77
AC Milan,2015-2016,34,Nigel de Jong,,Netherlands,MDC|DD|MC,77
AC Milan,2015-2016,5,Philippe Mexès,,France,DC,77
AC Milan,2015-2016,13,Alessio Romagnoli,,Italy,DC,76
AC Milan,2015-2016,17,Cristian Zapata,,Colombia,DC,76
AC Milan,2015-2016,16,Andrea Poli,,Italy,MC|MOC|MDC,75
AC Milan,2015-2016,32,Christian Abbiati,,Italy,G,75
AC Milan,2015-2016,8,Jesús Joaquín Fernández Sáez,Suso,Spain,AD|MD|MOC,75
AC Milan,2015-2016,19,M'Baye Niang,,France,AD|AG|BU,75
AC Milan,2015-2016,2,Mattia De Sciglio,,Italy,DD|DG|DC,75
AC Milan,2016-2017,70,Carlos Bacca,,Colombia,BU,83
AC Milan,2016-2017,5,Giacomo Bonaventura,,Italy,MC|MOC|AG|MG,83
AC Milan,2016-2017,1,Diego López Rodríguez,Diego López,Spain,G,82
AC Milan,2016-2017,7,Gerard Deulofeu,,Spain,AD|AG|MOC,81
AC Milan,2016-2017,8,Jesús Joaquín Fernández Sáez,Suso,Spain,AD|MD|MOC,81
AC Milan,2016-2017,29,Gabriel Paletta,,Argentina,DC,80
AC Milan,2016-2017,13,Alessio Romagnoli,,Italy,DC,79
AC Milan,2016-2017,33,Juraj Kucka,,Slovakia,MC|MDC,79
AC Milan,2016-2017,17,Cristian Zapata,,Colombia,DC,78
AC Milan,2016-2017,20,Ignazio Abate,,Italy,DD|MD,78
AC Milan,2016-2017,23,José Sosa,,Argentina,MC|MOC,78
AC Milan,2016-2017,10,Keisuke Honda,,Japan,MOC|AD|MD|MC,78
AC Milan,2016-2017,9,Luiz Adriano Souza da Silva,Luiz Adriano,Brazil,BU,78
AC Milan,2016-2017,11,M'Baye Niang,,France,AD|AG|BU,78
AC Milan,2016-2017,14,Matías Fernández,,Chile,MOC|MC,78
AC Milan,2016-2017,18,Riccardo Montolivo,,Italy,MDC|MC|MOC,78
AC Milan,2016-2017,91,Andrea Bertolacci,,Italy,MC|MDC,77
AC Milan,2016-2017,31,Luca Antonelli,,Italy,DG,77
AC Milan,2016-2017,16,Andrea Poli,,Italy,MC|MOC|MDC,76
AC Milan,2016-2017,30,Marco Storari,,Italy,G,76
AC Milan,2016-2017,80,Mario Pašalić,,Croatia,MC|MOC,76
AC Milan,2016-2017,2,Mattia De Sciglio,,Italy,DD|DG|DC,76
AC Milan,2016-2017,21,Leonel Vangioni,,Argentina,DG,75
AC Milan,2016-2017,96,Davide Calabria,,Italy,DD|MC,71
AC Milan,2017-2018,19,Leonardo Bonucci,,Italy,DC,86
AC Milan,2017-2018,5,Giacomo Bonaventura,,Italy,MC|MOC|AG|MG,82
AC Milan,2017-2018,99,Gianluigi Donnarumma,,Italy,G,82
AC Milan,2017-2018,8,Jesús Joaquín Fernández Sáez,Suso,Spain,AD|MD|MOC,82
AC Milan,2017-2018,21,Lucas Biglia,,Argentina,MDC|MC,82
AC Milan,2017-2018,13,Alessio Romagnoli,,Italy,DC,80
AC Milan,2017-2018,10,Hakan Çalhanoğlu,,Turkey,MOC|AG|MG|MC|MDC,80
AC Milan,2017-2018,22,Mateo Musacchio,,Argentina,DC,80
AC Milan,2017-2018,68,Ricardo Rodríguez,,Switzerland,DG|DC,80
AC Milan,2017-2018,29,Gabriel Paletta,,Argentina,DC,79
AC Milan,2017-2018,7,Nikola Kalinić,,Croatia,BU,79
AC Milan,2017-2018,17,Cristian Zapata,,Colombia,DC,78
AC Milan,2017-2018,20,Ignazio Abate,,Italy,DD|MD,78
AC Milan,2017-2018,23,José Sosa,,Argentina,MC|MOC,78
AC Milan,2017-2018,18,Riccardo Montolivo,,Italy,MDC|MC|MOC,78
AC Milan,2017-2018,9,André Miguel Valente da Silva,André Silva,Portugal,BU,77
AC Milan,2017-2018,79,Franck Yannick Kessié,,Ivory Coast,MDC|MC,77
AC Milan,2017-2018,94,M'Baye Niang,,France,AD|AG|BU,77
AC Milan,2017-2018,11,Fabio Borini,,Italy,AG|MG|BU,76
AC Milan,2017-2018,31,Luca Antonelli,,Italy,DG,76
AC Milan,2017-2018,12,Andrea Conti,,Italy,DD,75
AC Milan,2017-2018,2,Davide Calabria,,Italy,DD|MC,75
AC Milan,2017-2018,63,Patrick Cutrone,,Italy,BU,74
AC Milan,2018-2019,9,Gonzalo Higuaín,,Argentina,BU,87
AC Milan,2018-2019,13,Alessio Romagnoli,,Italy,DC,83
AC Milan,2018-2019,99,Gianluigi Donnarumma,,Italy,G,83
AC Milan,2018-2019,8,Jesús Joaquín Fernández Sáez,Suso,Spain,AD|MD|MOC,83
AC Milan,2018-2019,5,Giacomo Bonaventura,,Italy,MC|MOC|AG|MG,82
AC Milan,2018-2019,21,Lucas Biglia,,Argentina,MDC|MC,82
AC Milan,2018-2019,7,Samuel Castillejo Azuaga,Samu Castillejo,Spain,AD|MD,81
AC Milan,2018-2019,14,Tiémoué Bakayoko,,France,MDC|MC,81
AC Milan,2018-2019,10,Hakan Çalhanoğlu,,Turkey,MOC|AG|MG|MC|MDC,80
AC Milan,2018-2019,22,Mateo Musacchio,,Argentina,DC,80
AC Milan,2018-2019,68,Ricardo Rodríguez,,Switzerland,DG|DC,80
AC Milan,2018-2019,79,Franck Yannick Kessié,,Ivory Coast,MDC|MC,79
AC Milan,2018-2019,39,Lucas Tolentino Coelho de Lima,Lucas Paquetá,Brazil,MC|MOC,79
AC Milan,2018-2019,17,Cristian Zapata,,Colombia,DC,78
AC Milan,2018-2019,2,Davide Calabria,,Italy,DD|MC,78
AC Milan,2018-2019,18,Riccardo Montolivo,,Italy,MDC|MC|MOC,78
AC Milan,2018-2019,16,Andrea Bertolacci,,Italy,MC|MDC,77
AC Milan,2018-2019,20,Ignazio Abate,,Italy,DD|MD,77
AC Milan,2018-2019,63,Patrick Cutrone,,Italy,BU,77
AC Milan,2018-2019,11,Fabio Borini,,Italy,AG|MG|BU,76
AC Milan,2018-2019,12,Andrea Conti,,Italy,DD,75
AC Milan,2019-2020,99,Gianluigi Donnarumma,,Italy,G,85
AC Milan,2019-2020,21,Zlatan Ibrahimović,,Sweden,BU,85
AC Milan,2019-2020,13,Alessio Romagnoli,,Italy,DC,83
AC Milan,2019-2020,5,Giacomo Bonaventura,,Italy,MC|MOC|AG|MG,81
AC Milan,2019-2020,8,Jesús Joaquín Fernández Sáez,Suso,Spain,AD|MD|MOC,81
AC Milan,2019-2020,24,Simon Kjær,,Denmark,DC,81
AC Milan,2019-2020,10,Hakan Çalhanoğlu,,Turkey,MOC|AG|MG|MC|MDC,80
AC Milan,2019-2020,25,José Manuel Reina Páez,Pepe Reina,Spain,G,80
AC Milan,2019-2020,18,Ante Rebić,,Croatia,AG|MG|MOC|BU,79
